Gene name,NBs,GMCs,Hey,Secondary neurons (low Imp),Secondary neurons (high Imp),Secondary motor neurons,Motor neurons,Interneurons,Glia precursors,Midline glia,Subperineurial glia,Cortex glia 1,Cortex glia 2,Astrocytes,Ensheathing glia,Trachea,Twi+,Unannotated
CG9123,3.783554323,2.095104653,4.674122356,3.953108873,1.346065233,1.406438851,4.635818435,3.059306597,1.103871333,1.060818355,1.045219932,1.043637671,1.280353352,1.161087274,1.784007386,1.702188891,1.262939331,1.149959857
CG12608,4.28649819,1.682212175,4.646614375,3.771643294,2.15617053,1.437807718,8.266886543,10.07383627,1.141591508,1.229542627,1.366640421,1.252586588,2.012171167,1.707782003,3.619588651,2.520869638,2.079564285,1.177054197
CG6227,2.14019329,1.562491983,1.450859054,2.302739963,1.938711188,1.487439136,2.01697336,1.487729455,1.086554468,1.092600861,1.086461661,1.093417032,1.427086382,1.139611326,1.716472585,1.413798762,1.276411721,1.133343525
acj6,3.254151821,2.475069539,3.31616197,1.073030941,1.059701699,1.303045166,1.182860555,1.033658301,1.013931426,1,1.013916991,1.043637671,1.198213012,1.006242607,1.066431491,1.523862341,1.04335759,1.130049182
CG9164,2.14019329,1.279206266,1.952389761,1.048113134,1.024455691,1.011948562,2.995706003,2.583096168,1.017947364,1,1.005543725,1.01171694,1.043096786,1.031605178,1.052801194,1.055008148,1.02144877,1.023561118
Cngl,126.9673531,2.742394819,144146.9423,1.192698333,1.098812016,1.129947373,35.96795293,207154289.1,1.371952438,1,1.250946959,1.312332381,1.401512123,1.434685658,1.452148977,1.908183583,1.04335759,1.280733923
Scamp,10.58312128,2.845518849,8.524301566,7.543120063,2.951851046,2.025622839,20.39681697,160.7201346,1.759922575,3.455107295,2.349353558,2.589127616,6.96517347,3.123162595,4.681565041,8.546394694,4.278942057,1.330129132
Ahcy,6.608607767,1.972416196,7.363518169,93.19395762,6.426504506,2.142283458,33.75693807,10.37467357,1.68170987,2.728333376,4.510884473,2.165617676,13.27506479,8.720483015,29.46278137,26.88173926,134.5960324,1.254900682
CG11655,1.008476729,1.004874747,1.011576469,1.048113134,1.004843982,1.011948562,1.053635604,1.022314839,1.117039857,1.651766744,1.213482768,1.110532307,1.368124608,1.331448352,1.182022377,1.145288048,1.077105056,1.00583894
shtd,1.122729001,1.036457509,1.114395169,1.34137751,1.233930392,1.046879827,1.143791434,1.201910708,1.026027021,1.060818355,1.045219932,1.035564289,1.121342338,1.051045753,1.137276124,1.113042193,1.077105056,1.014661338
CG15642,1.496844713,1.270189962,1.35804649,1.820556165,1.304442601,1.199086201,1.844175589,1.471402974,1.028056936,1,1.022359982,1.023571167,1.043096786,1.018844976,1.672875756,1.097261339,1.032345062,1.059947732
Grip128,1.191785117,1.089789966,1.13967314,1.310228189,1.161602967,1.083016878,1.274525298,1.256150089,1.017947364,1.029960366,1.033726768,1.027553362,1.141804165,1.044525192,1.108390354,1.170084036,1.054487594,1.020585885
CG6308,1.873201281,1.431854904,1.498732666,2.146014505,1.60959137,1.311919382,2.214209963,1.931712508,1.080130911,1.125335583,1.148217098,1.163502404,1.562130376,1.251115191,1.85419935,1.977534327,1.951293423,1.072361812
mh,1.058950408,1.016266888,1.103594522,1.206792641,1.112166961,1.024039893,1.089625222,1.171359208,1.038266909,1.193776642,1.062699715,1.01171694,1.198213012,1.139611326,1.122740346,1.141206775,1.054487594,1.00583894
CG6340,10.79579872,4.027806865,7.608735445,5.825136712,2.357804922,2.671016017,11.01892898,24.80668261,1.216125908,1.557068405,1.428439808,1.343265587,3.318504481,1.594787058,5.122679754,5.129529353,3.179099696,1.393546181
Gmap,1.166898965,1.060559853,1.137656832,1.151395399,1.044450165,1.041564267,1.182860555,1.171359208,1.028056936,1.229542627,1.083462603,1.043637671,1.183854773,1.146725472,1.080238255,1.097261339,1.04335759,1.041595548
Ac13E,1.044996778,1.014471382,1.568884145,1.023773966,1.004843982,1.001698261,1.026467537,2.165026711,1.013931426,1.125335583,1.025189907,1.097670962,1.162639373,1.161087274,1.080238255,1.149383918,1.147909986,1
CG7860,1.112620894,1.035312643,3.426595622,1.389495494,1.024455691,1.054009463,1.241661575,2729.620282,1.095178674,1.092600861,2.653197063,5.851739595,1.121342338,850.6085225,2.658159309,1.642494318,9.186152281,1.053794688
CG15643,1.344521304,1.193431626,1.318941651,1.124657822,1.104134641,1.086698491,1.507585701,1.960343912,1.044441501,1.029960366,1.062699715,1.068237429,1.134942403,1.070852684,1.137276124,1.174268583,1.123805735,1.047677362
CG9213,1.362474423,1.245446136,1.212183354,2.413531999,1.571167386,1.287659486,1.404390375,1.279466013,1.038266909,1.125335583,1.065641302,1.039593143,1.319528723,1.104697175,1.489993444,1.297711922,1.290027827,1.066136704
CG42299,1.007261383,1.002212856,1.009786789,1.011817161,1.026933916,1.008520193,1.018834699,1.01109586,1.001978422,1,1.005543725,1,1.006045913,1,1,1.010767252,1.010667487,1
cerv,2.007691781,1.617667706,1.729879664,4.094915062,2.812600695,1.495030192,2.368057374,2.22149514,1.077998175,1.266380173,1.157778419,1.110532307,1.506643392,1.274692426,1.95210329,1.854458224,1.545041297,1.081767694
CG7872,1.528767532,1.240500675,1.480706935,5.240681363,2.301519667,1.318614682,1.553273647,2.205212671,1.22335823,1.651766744,1.311133937,1.282111516,1.709953471,1.470847232,2.055176674,2.16213955,1.512597932,1.050731573
CG9215,2.048038171,1.519575157,1.419935604,1.885863279,2.099619553,1.492495545,2.141076036,1.742665597,1.052731448,1.060818355,1.113829529,1.089179589,1.55274263,1.084264241,1.509283936,1.739042027,1.681924325,1.097627856
CG8097,2.822549254,1.378134302,1.867844345,2.197033782,3.404114796,1.525783799,2.542063446,2.056359499,1.052731448,1.029960366,1.062699715,1.089179589,1.534136046,1.205260937,2.081784421,1.486253955,1.21045684,1.069244728
CG9220,1.004835082,1.002656014,1.002659679,1.165001624,1.057144398,1.008520193,1.007491733,1.003685024,1.082267866,1.70125428,1.065641302,1.01171694,1.265010822,1.153884029,1.293396983,1.178468096,1.290027827,1.0176193
sog,1.084799729,1.044738001,1.028433856,1.073030941,1.009711428,1.010232923,1.200650294,1.1415843,1.290415627,7.896522868,2.482892881,1.106228535,31.24383948,1.025205225,1.361689888,137.8906706,1.951293423,1.059947732
CG15646,1.048783976,1.029152186,1.013668438,56898.66029,4.751273968,1.209302648,1.093699196,1.04897895,1.009931331,1,1,1.003890491,1.006045913,1.031605178,1.509283936,1.105123598,1.010667487,1.166819807
CG12708,1.024410323,1.011336877,1.005029775,4.29193426,1.142121973,1.038035564,1.015039591,1.045127629,1.001978422,1,1.025189907,1.003890491,1.012128379,1.018844976,1.182022377,1.935627151,1.02144877,1.026545025
CG8128,1.048783976,1.022124259,1.107509865,1.34137751,1.096160332,1.032764911,1.053635604,1.145791065,1.032128821,1.193776642,1.138734737,1.059973749,1.101247199,1.125515166,1.094223771,1.174268583,1.172531244,1.008771183
CG9240,4.10687411,2.094178649,4.044787106,10.85711119,2.456666903,1.823348001,4.23865945,9.745808902,1.334510172,1.304321387,1.87287591,1.52690188,3.318504481,2.032862985,6.293361537,7.20052796,4.859996368,1.187378355
Pis,5.099352759,2.763082647,13.52047823,2.357485225,2.049497671,1.703698646,6.534840743,134.2132915,1.629360439,5.071403957,1.995813923,3.293870925,2.215897861,2.007717954,2.028909006,3.002751412,2.079564285,1.222450698
CG8134,1.952774086,1.482089846,1.754042006,1.618764507,1.440280263,1.334370232,3.30094717,3.232843376,1.114834244,1.304321387,1.183666324,1.154501772,1.534136046,1.489268395,1.489993444,1.642494318,1.345960324,1.056866732
CG9281,5.770242031,2.163820709,6.164894659,11.92698333,2.909367151,1.551894507,23.15622427,44.52073241,1.526479538,4.004645732,1.925368248,1.81842946,2.671170259,2.740550681,6.711438926,7.761085728,3.046989571,1.247615927
CG15601,1.847404202,1.515884871,1.357245132,2.197033782,2.745458607,1.845134388,1.756841481,1.382213339,1.05899206,1.125335583,1.068591031,1.084958567,1.351730311,1.084264241,1.716472585,1.67805504,1.317697337,1.091256077
CG8184,4.035689822,1.933565269,3.207393677,2.682695795,2.541187592,1.735796845,3.904560201,3.16227766,1.123682913,1.42510267,1.157778419,1.158993351,1.805279717,1.314979308,1.927153025,2.049405545,1.736326272,1.197793068
CG8191,1.015187394,1.01178407,1.013070291,1.264855217,1.120257715,1.081180751,1.034157557,1.007383627,1.048578282,1.092600861,1.05684088,1.043637671,1.205457303,1.125515166,1.293396983,1.449573731,1.111944086,1.014661338
CG12379,2.149245068,1.471643547,1.593146933,1.325711366,1.19001077,1.172925558,2.698474475,2.246144539,1.065289904,1.092600861,1.101581939,1.154501772,1.295881963,1.258925412,1.293396983,1.573617674,1.317697337,1.069244728
MagR,1.77747546,1.342653367,2.820962637,2.275845926,1.559820061,1.289846268,2.289841967,12.70088155,1.164379151,1.42510267,1.385659944,1.195560807,1.659186815,1.536336988,1.878205106,1.444408124,1.317697337,1.075487984
Arp6,3.847970519,2.112776729,2.278918466,19.53513094,3.925671508,1.928359113,5.842687277,4.501472824,1.270172369,1.511775071,1.551945087,1.332874341,3.399488783,1.665795259,7.157289818,8.638415881,5.179474679,1.222450698
CG11679,1.278893116,1.141064426,1.301925111,1.757510625,1.153213609,1.092244391,1.496375258,1.807958671,1.082267866,1.029960366,1.157778419,1.055865912,1.265010822,1.22797405,1.433588739,1.364217829,1.389495494,1.023561118
CG8206,1.551985527,1.252070767,1.747841,2.249265989,1.419551333,1.217538442,1.964965562,3.12757453,1.257681914,1.858791891,1.530643141,1.391037873,1.506643392,1.584893192,1.609547918,1.556854628,1.561523006,1.066136704
CG8944,1.4932391,1.304044196,1.287025896,1.235482888,1.378984188,1.309695178,1.541723467,1.439285549,1.034170808,1.159051048,1.036588156,1.035564289,1.295881963,1.038045084,1.212827073,1.182682626,1.100207635,1.084921286
CCT6,36.46928141,5.279209268,17.5300698,942.9524558,38.04283053,3.433528086,3350.592067,967.4376907,2.077765671,6.614740641,8.105195701,3.397796009,23.39429423,13.90731345,224.882317,433.7198534,338.8082033,1.728517698
CG8239,1.099284839,1.053084647,1.08807108,2.023589648,1.024455691,1.024039893,1.10601274,1.167058569,1.042379234,1.092600861,1.141886791,1.106228535,1.272658967,1.146725472,1.609547918,1.666116734,1.303789182,1.020585885
Graf,2.204365382,1.355475815,2.045585983,1.373267373,1.187139003,1.094099307,1.957646164,1.960343912,1.106055256,1.511775071,1.160983187,1.145570766,1.590635536,1.23563981,1.212827073,1.529312098,1.276411721,1.084921286
mRpL3,2.870604038,1.668879125,2.486954144,2.357485225,1.443764395,1.368768935,3.890015911,7.561261346,1.324001301,1.343399333,1.480703788,1.338059877,2.0612759,1.783821325,2.163692455,2.717118173,2.682695795,1.084921286
CG17209,1.211345056,1.095586649,1.14236711,1.178768635,1.090876148,1.062989827,1.205139378,1.206339778,1.011929402,1.029960366,1.039457465,1.031551049,1.094629166,1.064209244,1.166914687,1.178468096,1.054487594,1.011711974
CG33172,1.046257656,1.023028384,1.0561166,1.060498855,1.044450165,1.013667115,1.089625222,1.171359208,1.017947364,1.029960366,1.030873278,1.01171694,1.049403258,1.038045084,1.012946696,1.047502429,1.032345062,1.00583894
Efhc1.1,1.009693542,1.007543709,1.019368472,1,1.007274765,1.010232923,1.026467537,1.026082093,1,1,1.008327102,1.007796118,1.012128379,1.006242607,1.012946696,1.007165348,1,1
Paf-AHalpha,43.67369661,6.689314082,6.260234733,10.60498855,11.61602967,3.059356352,94.5559401,17.23541422,1.35043008,1.343399333,1.389495494,1.407336581,5.060442351,1.863246312,5.533714639,3.500951114,2.014408129,1.507493239
mRpS30,1.583174086,1.257618202,1.383941275,2.222996483,1.738976884,1.303045166,1.871911236,1.967567827,1.050652813,1.193776642,1.18694275,1.068237429,1.45312731,1.212784908,1.672875756,1.881129112,1.345960324,1.088084071
Rhp,1.075033105,1.043583988,1.080391436,1.098541142,1.019517168,1.013667115,1.114298692,1.100356837,1.026027021,1.060818355,1.048113134,1.015653016,1.030597312,1.018844976,1.260545886,1.834703509,1.032345062,1.0176193
CG8974,9.10230975,4.925222359,8.205869074,13.89495494,6.9936025,3.588397255,17.63410094,38.57109611,1.931242943,4.124626383,3.071814301,2.820024952,9.471958587,3.931828756,12.60545886,11.05123598,6.472318906,1.393546181
CG15602,1.738261909,1.390680665,1.987856497,1.757510625,1.486237253,1.294230978,1.921456116,5.31177434,1.175942986,1.343399333,1.196826543,1.181714726,1.524916534,1.266784389,1.609547918,1.523862341,1.276411721,1.072361812
PGRP-LE,1.198269749,1.102632127,1.177973732,1.59985872,1.187139003,1.081180751,1.255640971,1.260779033,1.132601815,1.266380173,1.303905444,1.277142803,1.384717741,1.390731345,1.327104213,1.795823151,1.465205761,1.035549039
sd,491.5212388,23.17289643,27.6083695,29.12632655,96.90782954,28.39262854,1057.575017,196.7567827,1.878536953,19.71840557,2.58086154,1.708893541,69.6517347,3.008696483,41.16471753,57.50292314,25.17222813,2.674897877
Chc,11.03934177,2.941446855,10.00590429,5.623413252,3.363238048,1.899134124,23.68057374,49.71479157,2.005145642,6.812920691,2.906600568,4.07807597,4.764424741,3.559191465,3.573325888,6.044986688,2.101748011,1.443085408
CR32582,1.044996778,1.027333914,1.059238095,1,1,1.001698261,1.069481853,1.076338517,1.005947017,1,1,1.003890491,1.030597312,1.006242607,1.012946696,1.066367687,1.077105056,1.00583894
CG8565,1,1.000663343,1.001476727,1,1,1,1.003738877,1,1,1,1,1,1,1,1,1,1,1
ArgRS,2.060423683,1.397459882,1.750422084,3.393221772,2.839915065,1.408827351,2.973429861,2.884455862,1.199416329,1.193776642,1.366640421,1.338059877,1.917443223,1.739965113,2.624184787,2.064090249,2.26380341,1.078623269
CG8578,1.462058165,1.214186229,1.359650624,1.279802214,1.22206242,1.137642729,1.692486143,1.509780243,1.048578282,1.092600861,1.098541142,1.127915487,1.280353352,1.146725472,1.152000093,1.089455015,1.088595061,1.075487984
sun,56056.41176,60.51945096,16623.12374,15811737.36,1389.015974,21.53216472,1950354.031,1018561415,10.05947017,94.26684551,173.3387092,13.43265587,140.1512123,205.8322936,987.2187787,7123.82395,633.641069,3.557959591
UBL3,5.07481561,2.270139818,5.994449351,2.275845926,1.586425665,1.375754364,6.366339421,13.47078707,1.218531919,1.651766744,1.322051884,1.332874341,2.440251312,1.434685658,1.807104387,1.984606542,1.646606638,1.233173036
CG15914,1.128837892,1.033255071,1.118018824,1.310228189,1.064834875,1.054009463,1.118464918,1.108481462,1.044441501,1,1.065641302,1.019604405,1.128121876,1.091032877,1.166914687,1.133087806,1.223369373,1.00583894
Myb,7.573345529,3.368271751,4.675502022,43.42652736,19.67021125,2.744525101,10.26467537,6.999192261,1.413235676,1.70125428,1.695476274,1.474463629,7.5784633,2.827166274,10.12946696,6.197949909,3.460752226,1.303299557
AlkB,1.322810929,1.137287359,1.228026943,1.59985872,1.136616224,1.128031681,1.378428096,1.120781018,1.061087193,1.092600861,1.132456708,1.119190148,1.409985543,1.22797405,1.489993444,1.454757811,1.360318339,1.03253896
Gbeta13F,1.90739E+15,5572988.222,7.78133E+12,250011038.3,266056.4347,19055.90051,3.23992E+12,5.27284E+16,23.3013978,570.7031326,63.90314152,497.1170797,1359902.754,442.5332894,654097.4531,205673.4791,4757.944314,39.97329158
Gapdh2,47865.31793,20.39360936,3.88566E+19,21209.50888,4.844005382,3.138223437,6783322.473,8.1086E+54,194657.1615,1.12534E+21,16492516026,3.3978E+12,1689.463024,1.14673E+11,67114.38926,19287294767,4101.127071,3.793271311
CG16952,1.987218465,1.43153844,1.878901993,1.526417967,1.493436559,1.292036763,1.935851151,2.526712975,1.077998175,1.125335583,1.138734737,1.127915487,1.409985543,1.212784908,1.784007386,1.359356391,1.249609141,1.088084071
tay,3.9801117,2.145247442,3.036969287,1.999955848,2.26839553,1.798764086,4.23865945,4.060936495,1.090858049,1.603718744,1.113829529,1.114852823,2.137189008,1.251115191,2.108736651,1.783046999,1.345960324,1.349630604
MSBP,12.55968624,5.310810373,11.12095324,7.722449946,3.841228075,3.433528086,33.0094717,419.762072,2.400255706,6.054123584,3.748258477,2.702111116,8.811019817,6.88395207,6.625658539,9.478599777,6.541362287,1.353565076
CG15916,1.449768867,1.198984249,2.003759898,1.526417967,1.16722975,1.110935948,1.711541201,4.880883059,1.054814195,1.193776642,1.132456708,1.093417032,1.401512123,1.132541315,1.609547918,1.4188549,1.223369373,1.023561118
shi,45.66639755,4.884025909,4809.863886,4.65980075,3.906747294,2.74918602,45.16283535,260216.8787,1.532525556,6.614740641,1.87806009,2.14053713,4.595192029,2.450130345,3.182682353,4.290996295,1.811609194,1.645061157
CycD,1.041223256,1.023707003,1.047734435,1.953513094,1.98612371,1.22999742,1.038024145,1.026082093,1.099516413,1.467799268,1.223587563,1.154501772,1.96423623,1.356539463,2.136037823,2.216850643,2.169729181,1.056866732
Lrp4,4.809675066,1.947290469,23.67352936,1.048113134,1.024455691,1.054009463,3.890015911,16.92133038,1.065289904,1,1.053923586,1.114852823,1.088050905,1.084264241,1.039345109,1.149383918,1.032345062,1.307098964
CG8916,1.009693542,1.003099368,1.018766962,1,1.002419065,1,1.007491733,1.037467357,1,1,1,1,1,1,1,1,1,1
Lcch3,5.639541295,2.065218093,12.01143722,1.098541142,1.024455691,1.055799446,3.098032001,12.42364981,1.086554468,1.029960366,1.05684088,1.068237429,1.141804165,1.097843767,1.094223771,1.279312797,1.04335759,1.113720549
CR45000,1.026264939,1.018290631,1.01336932,1.035872068,1.021983447,1.02752102,1.022643997,1.003685024,1,1,1.005543725,1,1.006045913,1.025205225,1.052801194,1.043769618,1,1
Ranbp16,1.986020675,1.4797984,1.657902885,1.473558381,1.355857541,1.236274637,1.851070734,1.945975554,1.050652813,1.092600861,1.098541142,1.068237429,1.418510193,1.084264241,1.433588739,1.364217829,1.197680597,1.107255351
Stim,2.004063578,1.400242714,1.531824181,3.598507805,2.049497671,1.311919382,2.495069561,2.086838392,1.250246675,1.42510267,1.564868293,1.327708901,6.96517347,1.624840782,2.727433622,3.667254796,1.646606638,1.13996105
CG8924,1.902797233,1.468069662,1.528662863,1.473558381,1.734780337,1.378090753,1.705165796,1.595421349,1.050652813,1.060818355,1.033726768,1.031551049,1.409985543,1.057607019,1.379319273,1.302352902,1.111944086,1.126764414
Rrp47,3.052684024,1.804312667,2.510552398,7.112803588,2.667000426,1.655255897,3.203853206,5.082416913,1.247778043,1.511775071,1.509633583,1.412811811,2.803134774,1.794957021,3.666450365,2.785872525,1.951293423,1.156674404
mmd,38.50291271,3.497249371,49.59783299,1.073030941,1.034404619,1.054009463,36.23741522,124.6943126,1.108243501,1,1.059766249,1.093417032,1.169668589,1.111593365,1.094223771,1.252202074,1.02144877,1.674045983
CR45527,1.011521514,1.008880847,1.034216919,1,1,1,1.015039591,1.076338517,1.001978422,1,1,1.003890491,1.006045913,1,1.012946696,1.003576279,1,1
Or13a,1.001810423,1.002877667,1.008893137,1,1,1.001698261,1,1.01109586,1,1,1,1,1,1,1,1,1,1
CG42766,1.007868873,1.008657867,1.01846634,1,1,1,1.007491733,1.05672422,1,1,1.002768032,1,1,1.006242607,1,1,1,1.002915221
