"","FBgn","Symbol","ensembl","CG","Start","End","Strand","CHR","Name"
"FBgn0001301","FBgn0001301","kel","35084","CG7210",18129883,18138083,-1,"2L","35084"
"FBgn0001308","FBgn0001308","Khc","36810","CG7765",16266959,16271971,-1,"2R","36810"
"FBgn0001311","FBgn0001311","kkv","45884","CG2666",5378092,5392866,-1,"3R","45884"
"FBgn0001313","FBgn0001313","kl-2","3355181","CG17866",573087,664173,1,"Y","3355181"
"FBgn0001316","FBgn0001316","klar","38067","CG17046",434082,540614,-1,"3L","38067"
"FBgn0001319","FBgn0001319","kn","45318","CG10197",14772649,14807061,-1,"2R","45318"
"FBgn0001320","FBgn0001320","kni","40287","CG4717",20692329,20695378,-1,"3L","40287"
"FBgn0001321","FBgn0001321","knk","47137","CG6217",10122364,10125664,-1,"3R","47137"
"FBgn0001323","FBgn0001323","knrl","40285","CG4761",20597140,20620659,-1,"3L","40285"
"FBgn0001324","FBgn0001324","kto","44830","CG8491",19836613,19844944,1,"3L","44830"
"FBgn0001325","FBgn0001325","Kr","38012","CG3340",25226610,25231394,1,"2R","38012"
"FBgn0001330","FBgn0001330","kz","31205","CG3228",2237857,2242035,-1,"X","31205"
"FBgn0001341","FBgn0001341","Mybbp1A","31010","CG6189",629772,633633,1,"X","31010"
"FBgn0001404","FBgn0001404","egh","31239","CG9659",2588502,2599111,1,"X","31239"
"FBgn0001491","FBgn0001491","l(1)10Bb","32069","CG1639",11324293,11325308,-1,"X","32069"
"FBgn0001565","FBgn0001565","Hlc","33118","CG1666",21385517,21387946,-1,"X","33118"
"FBgn0001612","FBgn0001612","Grip91","48481","CG10988",13736569,13744683,-1,"X","48481"
"FBgn0001624","FBgn0001624","dlg1","32083","CG1725",11369664,11409776,1,"X","32083"
"FBgn0001941","FBgn0001941","ifc","33836","CG9078",5986347,5988854,1,"2L","33836"
"FBgn0001942","FBgn0001942","eIF4A","33835","CG9075",5981763,5985909,1,"2L","33835"
"FBgn0001961","FBgn0001961","Arpc1","34793","CG8978",13827940,13829741,-1,"2L","34793"
"FBgn0001965","FBgn0001965","Sos","34790","CG7793",13813815,13819824,1,"2L","34790"
"FBgn0001977","FBgn0001977","CIAPIN1","49424","CG4180",15036292,15038861,-1,"2L","49424"
"FBgn0001978","FBgn0001978","stc","34888","CG3647",15113479,15118069,1,"2L","34888"
"FBgn0001981","FBgn0001981","esg","34903","CG3758",15333865,15336138,1,"2L","34903"
"FBgn0001983","FBgn0001983","wor","34906","CG4158",15423296,15425580,-1,"2L","34906"
"FBgn0001986","FBgn0001986","Mtr4","48782","CG4152",15752262,15755900,1,"2L","48782"
"FBgn0001987","FBgn0001987","Gli","34927","CG3903",15756001,15762758,-1,"2L","34927"
"FBgn0001989","FBgn0001989","ND-B17","34925","CG13240",15749318,15751078,-1,"2L","34925"
"FBgn0001990","FBgn0001990","wek","48785","CG4148",15766132,15768349,-1,"2L","48785"
"FBgn0001991","FBgn0001991","Ca-alpha1D","34950","CG4894",16165830,16190540,1,"2L","34950"
"FBgn0001992","FBgn0001992","Cyp303a1","49165","CG4163",16294182,16296969,1,"2L","49165"
"FBgn0001994","FBgn0001994","crp","34956","CG7664",16263555,16287730,-1,"2L","34956"
"FBgn0001995","FBgn0001995","mRpL4","49425","CG5818",16328058,16329132,-1,"2L","49425"
"FBgn0002021","FBgn0002021","l(2)37Bb","49427","CG10655",19049842,19051612,-1,"2L","49427"
"FBgn0002022","FBgn0002022","Catsup","48805","CG10449",19041861,19043614,1,"2L","48805"
"FBgn0002023","FBgn0002023","Lim3","35184","CG10699",19079255,19108427,-1,"2L","35184"
"FBgn0002031","FBgn0002031","l(2)37Cc","49168","CG10691",19121344,19123869,-1,"2L","49168"
"FBgn0002036","FBgn0002036","CG10561","35189","CG10561",19114400,19116570,1,"2L","35189"
"FBgn0002044","FBgn0002044","swm","35235","CG10084",19493250,19497978,1,"2L","35235"
"FBgn0002069","FBgn0002069","AspRS","36420","CG3821",12877003,12883168,1,"2R","36420"
"FBgn0002121","FBgn0002121","l(2)gl","33156","CG2671",9838,21376,-1,"2L","33156"
"FBgn0002174","FBgn0002174","CG5504","48844","CG5504",23706912,23709026,1,"2R","48844"
"FBgn0002183","FBgn0002183","dre4","38248","CG1828",1871573,1876312,-1,"3L","38248"
"FBgn0002283","FBgn0002283","l(3)73Ah","48903","CG4195",16588474,16590132,1,"3L","48903"
"FBgn0002284","FBgn0002284","Prosbeta6","39855","CG4097",16609399,16610418,-1,"3L","39855"
"FBgn0002306","FBgn0002306","sas","40861","CG2507",7162807,7183702,1,"3R","40861"
"FBgn0002354","FBgn0002354","l(3)87Df","49762","CG7620",13030912,13031598,1,"3R","49762"
"FBgn0002413","FBgn0002413","dco","43673","CG2048",31054084,31061210,-1,"3R","43673"
"FBgn0002431","FBgn0002431","hyd","41181","CG9484",9714622,9725615,-1,"3R","41181"
"FBgn0002440","FBgn0002440","l(3)mbn","38701","CG12755",6123933,6128807,-1,"3L","38701"
"FBgn0002441","FBgn0002441","l(3)mbt","43288","CG5954",27266325,27273273,-1,"3R","43288"
"FBgn0002466","FBgn0002466","sti","39429","CG10522",12507997,12514815,-1,"3L","39429"
"FBgn0002521","FBgn0002521","pho","43819","CG17743",1172468,1181628,-1,"4","43819"
"FBgn0002522","FBgn0002522","lab","40817","CG1264",6661426,6678590,-1,"3R","40817"
"FBgn0002524","FBgn0002524","lace","34910","CG4162",15499126,15505018,1,"2L","34910"
"FBgn0002525","FBgn0002525","Lam","33782","CG6944",5542479,5546642,1,"2L","33782"
"FBgn0002526","FBgn0002526","LanA","38723","CG10236",6203830,6218022,-1,"3L","38723"
"FBgn0002531","FBgn0002531","Lcp1","35817","CG11650",8430114,8431243,-1,"2R","35817"
"FBgn0002533","FBgn0002533","Lcp2","35818","CG8697",8433796,8434785,-1,"2R","35818"
"FBgn0002534","FBgn0002534","Lcp3","35819","CG2043",8435309,8436095,1,"2R","35819"
"FBgn0002535","FBgn0002535","Lcp4","35820","CG2044",8437646,8438495,1,"2R","35820"
"FBgn0002542","FBgn0002542","lds","45894","CG2684",7920430,7924491,1,"3R","45894"
"FBgn0002543","FBgn0002543","robo2","44522","CG5481",1380085,1420453,-1,"2L","44522"
"FBgn0002552","FBgn0002552","lin","45325","CG11770",8914523,8918234,1,"2R","45325"
"FBgn0002561","FBgn0002561","l(1)sc","30983","CG3839",409720,410817,1,"X","30983"
"FBgn0002562","FBgn0002562","Lsp1alpha","32199","CG2559",12490290,12492982,1,"X","32199"
"FBgn0002563","FBgn0002563","Lsp1beta","33274","CG4178",898499,901316,1,"2L","33274"
"FBgn0002564","FBgn0002564","Lsp1gamma","38015","CG6821",66429,68995,1,"3L","38015"
"FBgn0002565","FBgn0002565","Lsp2","45326","CG6806",12129392,12131869,1,"3L","45326"
"FBgn0002566","FBgn0002566","lt","3355130","CG18028",22924794,22943135,1,"2L","3355130"
"FBgn0002567","FBgn0002567","Rab32","35940","CG8024",9177863,9186342,-1,"2R","35940"
"FBgn0002569","FBgn0002569","Mal-A2","35825","CG8694",8453626,8455782,1,"2R","35825"
"FBgn0002570","FBgn0002570","Mal-A1","35824","CG8696",8449663,8451904,-1,"2R","35824"
"FBgn0002571","FBgn0002571","Mal-A3","35826","CG8695",8455908,8457892,-1,"2R","35826"
"FBgn0002573","FBgn0002573","sens","45328","CG32120",13396227,13401125,-1,"3L","45328"
"FBgn0002576","FBgn0002576","lz","31883","CG1689",9284648,9303636,1,"X","31883"
"FBgn0002577","FBgn0002577","m","44835","CG9369",11754272,11769508,1,"X","44835"
"FBgn0002578","FBgn0002578","Kaz-m1","43154","CG8342",26014720,26016487,1,"3R","43154"
"FBgn0002579","FBgn0002579","RpL36","31009","CG7622",628345,629483,-1,"X","31009"
"FBgn0002590","FBgn0002590","RpS5a","32700","CG8922",17143587,17148264,-1,"X","32700"
"FBgn0002592","FBgn0002592","E(spl)m2-BFM","43155","CG6104",26016513,26017470,-1,"3R","43155"
"FBgn0002593","FBgn0002593","RpLP1","33214","CG4087",419951,420864,1,"2L","33214"
"FBgn0002609","FBgn0002609","E(spl)m3-HLH","43156","CG8346",26021822,26023127,1,"3R","43156"
"FBgn0002622","FBgn0002622","RpS3","42761","CG6779",23358811,23360207,1,"3R","42761"
"FBgn0002626","FBgn0002626","RpL32","43573","CG7939",30045228,30046161,-1,"3R","43573"
"FBgn0002629","FBgn0002629","E(spl)m4-BFM","43157","CG6099",26023820,26024579,-1,"3R","43157"
"FBgn0002631","FBgn0002631","E(spl)m5-HLH","43158","CG6096",26028853,26029735,-1,"3R","43158"
"FBgn0002632","FBgn0002632","E(spl)m6-BFM","43159","CG8354",26032910,26034047,1,"3R","43159"
"FBgn0002633","FBgn0002633","E(spl)m7-HLH","43160","CG8361",26037037,26038019,1,"3R","43160"
"FBgn0002638","FBgn0002638","Rcc1","38669","CG10480",5930261,5932773,-1,"3L","38669"
"FBgn0002641","FBgn0002641","mal","33045","CG1692",20429674,20433210,1,"X","33045"
"FBgn0002643","FBgn0002643","mam","36555","CG8118",13991202,14060356,1,"2R","36555"
"FBgn0002645","FBgn0002645","Map205","43765","CG1483",32055278,32068441,-1,"3R","43765"
"FBgn0002673","FBgn0002673","twe","34954","CG4965",16259413,16261877,-1,"2L","34954"
"FBgn0002707","FBgn0002707","mei-9","31373","CG3697",4314229,4318801,-1,"X","31373"
"FBgn0002709","FBgn0002709","mei-218","3772646","CG8923",17135984,17142990,-1,"X","3772646"
"FBgn0002715","FBgn0002715","mei-S332","37523","CG5303",22122100,22124566,1,"2R","37523"
"FBgn0002716","FBgn0002716","mei-W68","2768853","CG7753",19456169,19459523,1,"2R","2768853"
"FBgn0002719","FBgn0002719","Men","47173","CG10120",12713102,12722442,-1,"3R","47173"
"FBgn0002723","FBgn0002723","Met","32114","CG1705",11616123,11621280,1,"X","32114"
"FBgn0002732","FBgn0002732","E(spl)malpha-BFM","43153","CG8337",26010892,26011568,1,"3R","43153"
"FBgn0002733","FBgn0002733","E(spl)mbeta-HLH","43152","CG14548",26005045,26006023,-1,"3R","43152"
"FBgn0002734","FBgn0002734","E(spl)mdelta-HLH","43150","CG8328",25997620,25998633,1,"3R","43150"
"FBgn0002735","FBgn0002735","E(spl)mgamma-HLH","43151","CG8333",25999850,26000761,1,"3R","43151"
"FBgn0002736","FBgn0002736","mago","37402","CG9401",21128576,21129737,1,"2R","37402"
"FBgn0002772","FBgn0002772","Mlc1","43323","CG5596",27657077,27660177,-1,"3R","43323"
"FBgn0002773","FBgn0002773","Mlc2","43587","CG2184",30171437,30174551,-1,"3R","43587"
"FBgn0002774","FBgn0002774","mle","35523","CG11680",5974856,5980778,-1,"2R","35523"
"FBgn0002775","FBgn0002775","msl-3","38779","CG8631",7123212,7125533,-1,"3L","38779"
"FBgn0002778","FBgn0002778","mnd","39625","CG3297",14985099,14991667,1,"3L","39625"
"FBgn0002780","FBgn0002780","mod","43764","CG2050",32052059,32054974,1,"3R","43764"
"FBgn0002781","FBgn0002781","mod(mdg4)","49228","CG32491",21350845,21377401,-1,"3R","49228"
"FBgn0002783","FBgn0002783","mor","41942","CG18740",15968133,15972913,-1,"3R","41942"
"FBgn0002787","FBgn0002787","Rpn8","37894","CG3416",24400027,24404527,1,"2R","37894"
"FBgn0002789","FBgn0002789","Mp20","36468","CG4696",13246669,13248879,1,"2R","36468"
"FBgn0002791","FBgn0002791","mr","45906","CG3060",23972430,23975408,1,"2R","45906"
"FBgn0002838","FBgn0002838","ms(3)K81","43232","CG14251",26875851,26876562,1,"3R","43232"
"FBgn0002842","FBgn0002842","sa","40367","CG11308",21405424,21406738,-1,"3L","40367"
"FBgn0002862","FBgn0002862","Mst87F","41693","CG17956",13827150,13828008,-1,"3R","41693"
"FBgn0002865","FBgn0002865","Mst98Ca","47854","CG11719",28291337,28292656,1,"3R","47854"
"FBgn0002868","FBgn0002868","MtnA","41202","CG9470",9783406,9784370,-1,"3R","41202"
"FBgn0002869","FBgn0002869","MtnB","42424","CG4312",20503101,20503746,-1,"3R","42424"
"FBgn0002872","FBgn0002872","mu2","38257","CG1960",1942733,1947475,-1,"3L","38257"
"FBgn0002878","FBgn0002878","mus101","48309","CG11156",13722245,13727113,1,"X","48309"
"FBgn0002887","FBgn0002887","mus201","3772069","CG10890",8438168,8442342,1,"2L","3772069"
"FBgn0002891","FBgn0002891","DNApol-zeta","47186","CG1925",7793624,7801044,1,"2R","47186"
"FBgn0002899","FBgn0002899","mus301","38905","CG7972",8137807,8142014,1,"3L","38905"
"FBgn0002901","FBgn0002901","mus304","40003","CG7347",18109813,18112847,1,"3L","40003"
"FBgn0002905","FBgn0002905","DNApol-theta","41571","CG6019",12705522,12712299,-1,"3R","41571"
"FBgn0002906","FBgn0002906","Blm","41366","CG6920",11736809,11741783,-1,"3R","41366"
"FBgn0002917","FBgn0002917","na","45338","CG1517",14266366,14277416,1,"X","45338"
"FBgn0002921","FBgn0002921","Atpalpha","48971","CG5670",20948713,20976239,1,"3R","48971"
"FBgn0002922","FBgn0002922","nau","42799","CG10250",23712813,23718357,-1,"3R","42799"
"FBgn0002924","FBgn0002924","ncd","43517","CG7831",29804289,29807127,-1,"3R","43517"
"FBgn0002926","FBgn0002926","ndl","38738","CG10129",6593937,6603366,-1,"3L","38738"
"FBgn0002930","FBgn0002930","nec","45908","CG1857",7156476,7158241,-1,"2R","45908"
"FBgn0002931","FBgn0002931","net","45339","CG11450",82420,87387,-1,"2L","45339"
"FBgn0002932","FBgn0002932","neur","41085","CG11988",9020347,9039471,-1,"3R","41085"
"FBgn0002933","FBgn0002933","ng1","31300","CG10781",3242411,3242934,1,"X","31300"
"FBgn0002937","FBgn0002937","ninaB","41678","CG9347",13700564,13703164,1,"3R","41678"
"FBgn0002938","FBgn0002938","ninaC","34012","CG5125",7377701,7384344,1,"2L","34012"
"FBgn0002939","FBgn0002939","ninaD","326160","CG31783",18081627,18083608,1,"2L","326160"
"FBgn0002940","FBgn0002940","ninaE","42367","CG4550",19886254,19888206,-1,"3R","42367"
"FBgn0002941","FBgn0002941","slou","42547","CG6534",21548660,21557182,-1,"3R","42547"
"FBgn0002945","FBgn0002945","nkd","44843","CG11614",19003740,19045449,-1,"3L","44843"
"FBgn0002948","FBgn0002948","nod","32107","CG1763",11580771,11585750,1,"X","32107"
"FBgn0002962","FBgn0002962","nos","42297","CG5637",19157237,19160202,1,"3R","42297"
"FBgn0002973","FBgn0002973","numb","34263","CG3779",9437468,9464184,1,"2L","34263"
"FBgn0002985","FBgn0002985","odd","33583","CG3851",3604223,3606756,-1,"2L","33583"
"FBgn0002989","FBgn0002989","okr","33507","CG3736",2989593,2992759,-1,"2L","33507"
"FBgn0003002","FBgn0003002","opa","40605","CG1133",4852812,4869979,1,"3R","40605"
"FBgn0003008","FBgn0003008","or","43943","CG3029",23967938,23968943,1,"2R","43943"
"FBgn0003009","FBgn0003009","ord","37687","CG3134",23271256,23275536,-1,"2R","37687"
"FBgn0003011","FBgn0003011","ort","45910","CG7411",19659747,19663672,1,"3R","45910"
"FBgn0003016","FBgn0003016","osp","34850","CG3479",14599195,14689340,-1,"2L","34850"
"FBgn0003023","FBgn0003023","otu","31789","CG12743",8485007,8489535,-1,"X","31789"
"FBgn0003028","FBgn0003028","ovo","31429","CG6824",5048272,5070929,1,"X","31429"
"FBgn0003041","FBgn0003041","pbl","38879","CG8114",7896108,7911954,-1,"3L","38879"
"FBgn0003042","FBgn0003042","Pc","40358","CG32443",21306137,21318020,-1,"3L","40358"
"FBgn0003044","FBgn0003044","Pcl","37069","CG5109",18135425,18139990,1,"2R","37069"
"FBgn0003046","FBgn0003046","Pcp","33985","CG3440",7021681,7022470,1,"2L","33985"
"FBgn0003048","FBgn0003048","pcx","31204","CG3443",2225295,2238045,1,"X","31204"
"FBgn0003053","FBgn0003053","peb","31391","CG12212",4617563,4627206,1,"X","31391"
"FBgn0003057","FBgn0003057","CG10598","32713","CG10598",17225156,17226867,-1,"X","32713"
"FBgn0003060","FBgn0003060","CG9757","41662","CG9757",13611582,13612433,-1,"3R","41662"
"FBgn0003062","FBgn0003062","Fib","37662","CG9888",23072908,23074725,-1,"2R","37662"
"FBgn0003065","FBgn0003065","CG2150","43745","CG2150",31763303,31764772,-1,"3R","43745"
"FBgn0003068","FBgn0003068","per","31251","CG2647",2685579,2692780,1,"X","31251"
"FBgn0003071","FBgn0003071","Pfk","36060","CG4001",10109739,10117457,1,"2R","36060"
"FBgn0003074","FBgn0003074","Pgi","35886","CG8251",8910899,8914069,-1,"2R","35886"
"FBgn0003076","FBgn0003076","Pgm1","44010","CG5165",16126017,16128531,-1,"3L","44010"
"FBgn0003079","FBgn0003079","Raf","31221","CG2845",2295465,2343870,1,"X","31221"
"FBgn0003082","FBgn0003082","phr","35735","CG11205",7825288,7827319,1,"2R","35735"
"FBgn0003086","FBgn0003086","Pig1","31303","CG10790",3248599,3249289,-1,"X","31303"
"FBgn0003087","FBgn0003087","pim","34404","CG5052",10362988,10364092,1,"2L","34404"
"FBgn0003089","FBgn0003089","pip","40104","CG9614",19298622,19337609,-1,"3L","40104"
"FBgn0003090","FBgn0003090","pk","45343","CG11084",7150702,7223378,1,"2R","45343"
"FBgn0003091","FBgn0003091","Pkc53E","48311","CG6622",16924654,16945126,1,"2R","48311"
"FBgn0003093","FBgn0003093","Pkc98E","43428","CG1954",29039155,29049148,1,"3R","43428"
"FBgn0003116","FBgn0003116","pn","31194","CG3461",2181210,2182916,1,"X","31194"
"FBgn0003117","FBgn0003117","pnr","44849","CG3978",16026078,16041796,1,"3R","44849"
"FBgn0003118","FBgn0003118","pnt","42757","CG17077",23290230,23346167,-1,"3R","42757"
"FBgn0003124","FBgn0003124","polo","40232","CG12306",20309653,20313466,1,"3L","40232"
"FBgn0003129","FBgn0003129","Poxm","40990","CG9610",8319024,8333792,-1,"3R","40990"
"FBgn0003130","FBgn0003130","Poxn","36741","CG8246",15826692,15835055,-1,"2R","36741"
"FBgn0003132","FBgn0003132","Pp1-13C","48531","CG9156",15359100,15361061,-1,"X","48531"
"FBgn0003134","FBgn0003134","Pp1alpha-96A","42922","CG6593",24518269,24522331,1,"3R","42922"
"FBgn0003137","FBgn0003137","Ppn","43872","CG33103",28520664,28540324,-1,"3R","43872"
"FBgn0003139","FBgn0003139","PpV","31582","CG12217",6371064,6372915,-1,"X","31582"
"FBgn0003140","FBgn0003140","PpY-55A","48532","CG10930",17955395,17956570,-1,"2R","48532"
"FBgn0003141","FBgn0003141","pr","35292","CG16784",20073718,20075458,-1,"2L","35292"
"FBgn0003145","FBgn0003145","prd","34629","CG6716",12082994,12085827,-1,"2L","34629"
"FBgn0003149","FBgn0003149","Prm","39002","CG5939",8732857,8745310,-1,"3L","39002"
"FBgn0003159","FBgn0003159","CG2841","44529","CG2841",2344948,2366356,-1,"X","44529"
"FBgn0003162","FBgn0003162","Pu","37415","CG9441",21175314,21182608,1,"2R","37415"
"FBgn0003165","FBgn0003165","pum","41094","CG9755",9066342,9237682,-1,"3R","41094"
"FBgn0003169","FBgn0003169","put","41772","CG7904",14619029,14625703,-1,"3R","41772"
"FBgn0003174","FBgn0003174","pwn","44011","CG11101",7282571,7300804,1,"2R","44011"
"FBgn0003175","FBgn0003175","px","37573","CG4444",22494296,22562065,-1,"2R","37573"
"FBgn0003187","FBgn0003187","qua","35058","CG6433",17486805,17497208,-1,"2L","35058"
"FBgn0003189","FBgn0003189","r","32640","CG18572",16655358,16668712,1,"X","32640"
"FBgn0003204","FBgn0003204","ras","43873","CG1799",10744501,10749097,1,"X","43873"
"FBgn0003205","FBgn0003205","Ras85D","41140","CG9375",9510560,9513067,-1,"3R","41140"
"FBgn0003206","FBgn0003206","Ras64B","38494","CG1167",4139075,4141398,1,"3L","38494"
"FBgn0003209","FBgn0003209","raw","44851","CG12437",8709879,8740660,-1,"2L","44851"
"FBgn0003210","FBgn0003210","rb","31381","CG11427",4535634,4540626,-1,"X","31381"
"FBgn0003218","FBgn0003218","rdgB","32340","CG11111",13762751,13779488,1,"X","32340"
"FBgn0003227","FBgn0003227","rec","49241","CG31293",15823018,15832632,-1,"3R","49241"
"FBgn0003231","FBgn0003231","ref(2)P","35246","CG10360",19542467,19545548,1,"2L","35246"
"FBgn0003248","FBgn0003248","Rh2","42261","CG16740",18899422,18901019,1,"3R","42261"
"FBgn0003250","FBgn0003250","Rh4","39887","CG9668",16852526,16862517,-1,"3L","39887"
"FBgn0003254","FBgn0003254","rib","44855","CG7230",19270077,19281396,1,"2R","44855"
"FBgn0003255","FBgn0003255","rk","34819","CG8930",13982742,14001248,-1,"2L","34819"
"FBgn0003256","FBgn0003256","rl","3354888","CG12559",1071461,1125927,1,"2R","3354888"
"FBgn0003257","FBgn0003257","r-l","42493","CG3593",21070556,21073319,-1,"3R","42493"
"FBgn0003261","FBgn0003261","Rm62","40739","CG10279",6000425,6008579,-1,"3R","40739"
"FBgn0003267","FBgn0003267","ro","43234","CG6348",26876770,26881171,-1,"3R","43234"
"FBgn0003268","FBgn0003268","rod","43719","CG1569",31580950,31588244,1,"3R","43719"
"FBgn0003274","FBgn0003274","RpLP2","36855","CG4918",16586128,16586732,1,"2R","36855"
"FBgn0003275","FBgn0003275","RpII18","48312","CG1163",5371794,5372397,1,"3R","48312"
"FBgn0003277","FBgn0003277","RpII215","32100","CG1554",11562799,11570326,-1,"X","32100"
"FBgn0003278","FBgn0003278","RpI135","33210","CG4033",404284,407969,1,"2L","33210"
"FBgn0003279","FBgn0003279","RpL4","43349","CG5502",27922820,27924888,1,"3R","43349"
"FBgn0003285","FBgn0003285","rst","31290","CG4125",2950398,2973834,-1,"X","31290"
"FBgn0003292","FBgn0003292","rt","39297","CG6097",11584121,11587770,-1,"3L","39297"
"FBgn0003295","FBgn0003295","ru","44856","CG1214",1370627,1387437,1,"3L","44856"
"FBgn0003300","FBgn0003300","run","33059","CG1849",20690669,20697321,1,"X","33059"
"FBgn0003301","FBgn0003301","rut","32406","CG9533",14787477,14826073,-1,"X","32406"
"FBgn0003302","FBgn0003302","rux","31535","CG4336",6035752,6037800,-1,"X","31535"
"FBgn0003308","FBgn0003308","ry","41605","CG7642",13032527,13038020,1,"3R","41605"
"FBgn0003310","FBgn0003310","S","33281","CG4385",1049673,1077815,-1,"2L","33281"
"FBgn0003312","FBgn0003312","sad","44858","CG14728",11877234,11879754,1,"3R","44858"
"FBgn0003317","FBgn0003317","sax","35731","CG1891",7806483,7810067,1,"2R","35731"
"FBgn0003319","FBgn0003319","Sb","41958","CG4316",16116160,16145284,1,"3R","41958"
"FBgn0003321","FBgn0003321","sbr","43944","CG1664",10832751,10847092,-1,"X","43944"
"FBgn0003326","FBgn0003326","sca","36411","CG17579",12780540,12802010,1,"2R","36411"
