Gene name,MN.C0,MN.C1,MN.C2,MN.C3,MN.C4,MN.C5,MN.C6,MN.C7,MN.C8,MN.C9,MN.C10,MN.C11,MN.C12,MN.C13,MN.C14,MN.C15,MN.C16,MN.C17,MN.C18,MN.C19,MN.C20,MN.C21,MN.C22,MN.C23,MN.C24,MN.C25,MN.C26,MN.C27
SCAP,4.298662347,9.412049673,16.49648074,8.659643234,6.938567879,6.601948484,4.136820402,10,3.22679912,3.237457543,7.453159674,6.061898993,3.981071706,5.179474679,4.641588834,10.59253725,12.58925412,1.205260937,9.210553177,3.433320018,4.262158829,3.913745602,10,4.216965034,6.812920691,4.281332399,2.782559402,3.16227766
CG14591,25.60550428,10,22.27542952,27.38419634,92.95097899,11.19902793,14.12537545,52.98316906,14.38449888,2.947051703,26.63985857,23.41883126,4.410059454,3.937658924,6.812920691,18.83649089,28.18382931,2.389892566,13.89495494,20.96179992,5.504789808,5.504789808,5.379838403,13.33521432,34.80700588,7.847599704,2.782559402,3.981071706
Tbce,2.560550428,1.623776739,1.705626983,1.715437896,2.682695795,1.404562223,1.847849797,1.813930694,1.381499962,1.098541142,1.554137221,1.221677349,1.430722989,2.15443469,1.637893707,2.985382619,1.77827941,1.064209244,2.096179992,2.912632655,1.816599788,1.291549665,1.193776642,1.211527659,1.77827941,1.274274986,1.136463666,1.584893192
CCHa2-R,1.308177474,1.48269776,1.443511639,2.053525026,4.993587893,1.514704337,1.525222957,1.373823796,1.041223256,18.42069969,1.714125253,1.350314038,2.267543126,1.115883993,1.467799268,1.995262315,1.059253725,1.132541315,1,1.508590709,1.185971012,1.185971012,1.304321387,1.211527659,1.615598098,1.438449888,1.895735652,1
l(2)k09848,1.496235656,1.313472706,1.705626983,1.77827941,1.79460244,1.514704337,1.308177474,1.963828002,1.497747476,1.206792641,1.277564921,1.221677349,1.505836354,1.55051578,2.039500469,1.496235656,1.995262315,1,1.389495494,1.508590709,1.978318883,1.185971012,1.193776642,1.77827941,2.15443469,1,1.136463666,1
CG7849,1.525222957,1.274274986,1.443511639,1.154781985,1.79460244,1.404562223,1.211527659,1.487352107,1.175372265,1.206792641,1.714125253,1.284386264,1.165914401,1.389495494,1.467799268,1.496235656,1.258925412,1.064209244,1.389495494,1.178768635,1.185971012,1.185971012,1.557068405,1.211527659,1.333521432,1.128837892,1.291549665,1.584893192
SmydA-5,1,1,1.033933849,1.036632928,1,1,1.039122304,1,1,1,1,1,1.052500285,1,1,1,1.059253725,1,1,1,1.089022962,1,1,1,1.100694171,1,1,1
Ars2,4.641588834,7.613405252,8.185467307,5.232991147,7.742636827,10,2.928644565,10.82636734,4.281332399,2.682695795,5.036486331,5.216645252,4.410059454,4.159562163,4.393970561,6.683439176,3.548133892,1.205260937,2.682695795,5.179474679,5.504789808,3.030271083,4.506570338,9.085175757,21.5443469,2.976351442,1.291549665,1.995262315
EcR,7356.422545,3067.906399,367.4661941,264.164832,3464.834856,15.14704337,398.1071706,329.0344562,309.9046339,51.79474679,198.5511196,57.6593265,150.5836354,89.61505019,946.6522603,199.5262315,1059.253725,1.645190588,47.70582696,78.13707377,303.0271083,5.054796821,155.7068405,177.827941,56.23413252,14.38449888,21.5443469,15.84893192
CG14589,1.039122304,1,1,1,1,1,1,1,1.041223256,1,1,1,1,1,1,1,1,1.064209244,1,1.085711119,1,1,1,1,1.100694171,1,1,1
Cyp6w1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ptr,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.085711119,1,1,1,1,1,1,1,1
CG17994,1,1.030760802,1,1.074607828,1.037225095,1,1.039122304,1,1.041223256,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
l(2)k14710,1.847849797,1.77827941,2.15443469,1.77827941,2.586416205,1.972795039,1.847849797,2.592943797,1.381499962,1.151395399,1.632172129,1.350314038,1.291549665,1.827699369,2.275845926,2.371373706,2.11348904,1.064209244,1.508590709,1.930697729,1.089022962,1.406527242,2.030917621,1.77827941,2.15443469,1.128837892,1,1.584893192
bin3,3.905410294,4.548777947,4.199411235,2.128751662,4.010279139,4.700360279,3.981071706,5.092095637,3.498320936,2.329951811,2.189906295,7.785819799,6.989473207,1.637893707,4.641588834,3.981071706,2.66072506,1.064209244,2.470911228,2.275845926,4.641588834,1.668100537,4.124626383,2.610157216,2.872984833,2.636650899,1.895735652,1.995262315
Pld,1,1.062467831,1.069019205,1,1,1,1,1,1.041223256,1.048113134,1,1,1.291549665,1.056354104,1,1.059253725,1,1,1,1.085711119,1,1,1,1.100694171,1.211527659,1.128837892,1,1
jing,1.359356391,1.35387618,1.396135391,1.286396945,1.339627725,1.254182266,1.122018454,1.429461338,1.175372265,1.206792641,1.05021108,1.284386264,2.046968272,1.245197085,1.31536905,1.059253725,1.496235656,1.064209244,1.77827941,1.178768635,1.185971012,1,1.193776642,1.100694171,4.216965034,1.274274986,1,1
Vha16-1,6.68344E+15,4.41303E+14,2.81368E+16,1.2864E+16,1E+17,4.52624E+16,5.01187E+14,6.99564E+20,7.5369E+16,9.10298E+17,1.27756E+15,2.11879E+15,3414548874,100000000,3.16228E+13,2.81838E+15,2.98538E+18,19.82883949,1.2798E+18,1.17877E+22,46415888336,4.26216E+17,1.70125E+12,5.10897E+15,5.62341E+11,3.79269E+14,7742636827,39810717055
Trap1,1.883649089,3.679505646,2.632024061,2.053525026,4.475006297,6.855917356,1.77827941,4.175318937,1.623776739,1.757510625,1.985511196,4.061585988,2.046968272,1.637893707,1.827699369,2.985382619,2.238721139,1.282649831,2.096179992,2.275845926,1.668100537,1.668100537,2.218982341,2.872984833,5.623413252,1.438449888,1,1.995262315
Bap170,1.258925412,1.35387618,1.5955064,1.333521432,1.245197085,1.514704337,1.079775162,1.126481692,1.381499962,1.206792641,1.102943312,1.419625896,1.22712524,1.178768635,1.31536905,1.333521432,1.258925412,1.064209244,1.389495494,1,1,1,1.193776642,1,1.333521432,1.274274986,1.136463666,1
Fmo-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Debcl,1,1,1,1.074607828,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Opbp,1.188502227,1.575318673,1.350314038,1.240937761,1.291549665,1.254182266,1.122018454,1.32035178,1.223824937,1,1.479833198,1.105295141,1.165914401,1,1.31536905,1.188502227,1.188502227,1.132541315,1.508590709,1.279802214,1.185971012,1.185971012,1.092600861,1.100694171,1.211527659,1.274274986,1.291549665,1.584893192
geminin,2.872984833,3.463168991,3.007882518,2.64164832,3.72759372,2.382589263,2.073321573,3.16227766,1.559489504,1.676832937,5.833879398,3.863282989,1.944862439,1.637893707,3.937658924,3.548133892,3.349654392,1.452653926,3.433320018,3.16227766,3.593813664,1.978318883,2.030917621,2.371373706,2.610157216,1.274274986,1.895735652,1.995262315
sced,1.165914401,1.236247035,1.181581733,1.485508017,1.339627725,1.458594012,1.165914401,1.487352107,1.274274986,1.325711366,1.102943312,1.162030136,1.052500285,1.178768635,1.31536905,1.883649089,1.412537545,1.132541315,1.77827941,1.389495494,1.531740464,1.291549665,1.092600861,1.100694171,1.615598098,1.438449888,1.291549665,2.511886432
Dpit47,2.15443469,2.557965819,2.015337686,2.053525026,2.886140441,1.458594012,1.584893192,2.592943797,2.15443469,1.526417967,1.800193333,2.341883126,1.584893192,2.539580038,1.730195739,2.66072506,2.985382619,1.064209244,2.682695795,3.72759372,1.978318883,1.406527242,1.42510267,2.610157216,6.189658189,2.335721469,1.291549665,1.584893192
Adf1,3.616873614,2.887528742,6.061898993,3.398208329,10,4.700360279,2.610157216,2.212216291,4.111829402,1.456348478,3.574304018,4.061585988,3.414548874,2.15443469,3.528735021,4.466835922,3.349654392,1.365007807,4.393970561,2.470911228,3.593813664,2.782559402,2.424462017,1.957341781,5.108969775,2.335721469,1.668100537,3.16227766
CR45128,1,1.062467831,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.136463666,1
CG15908,1.812730881,1.832980711,1.885221217,2.053525026,2.317818181,3.222528161,1.920141939,2.69795364,1.760410844,1.264855217,1.985511196,2.462092401,1.291549665,1.467799268,1.930697729,4.216965034,1.883649089,1.452653926,1.637893707,1.279802214,1.816599788,1.531740464,2.030917621,1.211527659,2.15443469,1.274274986,1.467799268,1.584893192
CG9410,1.554771842,2.335721469,1.14280206,2.128751662,1.861406687,2.209338675,1.847849797,1.963828002,2.069138081,1.456348478,1.632172129,1.823348001,1.668100537,1.730195739,1.930697729,1.883649089,1.258925412,1.132541315,1.930697729,2.682695795,2.15443469,1.406527242,1.858791891,2.610157216,1.77827941,1.623776739,1.291549665,1
Hsepi,1.77827941,1.72521055,1.5955064,1.715437896,1.861406687,1.352531975,1.165914401,1.268961003,1.274274986,1.264855217,1.277564921,1.284386264,1.430722989,2.15443469,1.115883993,1.883649089,1.496235656,1.064209244,1.279802214,2.096179992,1.668100537,1.406527242,1.092600861,1.467799268,1.615598098,1.274274986,1.136463666,1.258925412
PGAP3,3.285993248,2.407570135,3.215484177,2.838735965,5.179474679,2.668268371,3.83118685,4.344412299,2.243247503,2.023589648,3.574304018,3.674661941,1.505836354,2.682695795,2.833876712,5.011872336,5.011872336,1.282649831,2.912632655,4.770582696,1.816599788,3.300034791,1.557068405,3.16227766,4.216965034,2.069138081,1.467799268,3.16227766
CG17266,1.883649089,2.636650899,1.705626983,1.910952975,2.404099184,1.829342743,1.847849797,2.301807313,1.690714103,1.526417967,1.890582984,1.569105606,1.584893192,2.039500469,3.340484984,2.818382931,2.371373706,1.282649831,1.77827941,2.096179992,1.291549665,1.978318883,2.218982341,1.467799268,2.610157216,1.274274986,1.291549665,1.258925412
CG9422,2.238721139,1.94748304,1.885221217,1.715437896,2.317818181,1.899715318,1.584893192,2.301807313,1.760410844,4.094915062,1.985511196,1.823348001,1.359356391,1.930697729,1.730195739,1.883649089,2.371373706,1.545927736,2.912632655,1.77827941,1.816599788,3.030271083,1.42510267,1.77827941,1.957341781,2.976351442,1.136463666,1.995262315
Tdc1,1,1.030760802,1,1,1.037225095,1,1,1,1,1.59985872,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CR44165,1,1,1,1,1,1,1,1,1,1.526417967,1,1,1,1,1,1,1,1,1,1,1,1.089022962,1,1,1,1.274274986,1,1
CG15909,1,1,1,1,1,1,1,1,1,1.098541142,1,1,1,1,1,1.059253725,1,1,1,1,1,1,1,1,1,1,1,1
Tdc2,1.122018454,1,1.069019205,1.036632928,1,1,1,1,1,109854114.2,1,1,1,1,1,1,1,1,1,1,1,3.913745602,1,1,1,2.636650899,1,1
CG3270,1.039122304,1.030760802,1.033933849,1,1,1.078417397,1,1,1.041223256,1,1,1,1,1.056354104,1.115883993,1,1,1,1,1.085711119,1,1,1.092600861,1,1,1,1,1.258925412
Mob4,438.1942422,40.2961132,37.99357365,33.98208329,1494.869134,89.29346422,121.1527659,78.80462816,20.69138081,51.79474679,86.33168407,40.61585988,6.309573445,173.0195739,76.02429141,668.3439176,59.56621435,4.73887961,316.227766,92.10553177,19.78318883,50.54796821,45.06570338,82.54041853,383.118685,8.858667904,2.782559402,79.43282347
Rab2,1143755.863,7847.599704,100000,11970.8503,12915496.65,19727.95039,89125.09381,1610262.028,14384.49888,25595.47923,29382.25384,8605.628793,264.3761186,240409.9184,80308.57221,1000000,446683.5922,13.65007807,92105531.77,43939705.61,918.2542836,2346228848,15570.68405,562341.3252,237137.3706,88586679.04,215.443469,1258925.412
phtf,1.258925412,1.095150193,1.221677349,1.333521432,1.200508058,1.038468775,1.039122304,1.675474919,1.128837892,1.048113134,1.216483949,1.350314038,1.505836354,1.31536905,1.056354104,1.333521432,1.412537545,1,1.637893707,1.637893707,1,2.15443469,1.304321387,1.211527659,1.467799268,1.438449888,1,1.258925412
CG3267,1,1.030760802,1.033933849,1.074607828,1,1.038468775,1,1,1,1,1,1,1,1,1,1,1.059253725,1,1,1.085711119,1,1,1.092600861,1,1,1,1,1
Eb1,8576.958986,316.227766,392.8284185,749.8942093,46415.88834,229.4329228,2610.157216,4703.420342,817.1103315,625.0551925,375.3773682,740.5684692,48.85273572,1115.883993,1827.699369,4216.965034,5956.621435,8.296958521,6105.402297,12798.02214,59.94842503,59.94842503,41.24626383,3480.700588,7498.942093,112.8837892,12.91549665,794.3282347
CG3420,4.216965034,5.292784486,3.437414337,2.64164832,5.779692884,4.358572379,3.548133892,7.278953844,2.745342234,2.023589648,2.536619456,5.484416576,2.782559402,2.833876712,3.16227766,3.758374043,3.548133892,2.389892566,3.72759372,5.623413252,2.55509709,1.816599788,1.858791891,5.623413252,5.623413252,2.069138081,1.136463666,3.981071706
CG9436,2.560550428,2.887528742,1.94919403,4.067944321,3.593813664,2.127496491,2.417315481,3.856620421,5.032159359,5.689866029,1.714125253,1.823348001,1.668100537,4.903161412,1.730195739,1.883649089,2.371373706,1.863246312,26.82695795,2.682695795,1.406527242,9.182542836,2.218982341,3.16227766,2.371373706,11.28837892,4.084238653,1
Epac,1.359356391,1.062467831,1.033933849,1.333521432,1.200508058,1,1.165914401,1,1.041223256,3.088843596,1.05021108,1,3.414548874,2.275845926,1.056354104,1.059253725,1.188502227,1.064209244,1.930697729,1.178768635,1.089022962,1.406527242,1.092600861,1,1.211527659,18.32980711,1.467799268,1.995262315
SdhB,149.6235656,316.227766,434.1913423,562.3413252,2154.43469,1829.342743,207.3321573,2043.359718,61.58482111,33.93221772,375.3773682,3324.597932,5.695810811,644.9466771,848.3428982,1333.521432,668.3439176,10,92.10553177,848.3428982,15.31740464,18.16599788,91.52473109,133.3521432,348.0700588,11.28837892,2.782559402,79.43282347
CG15237,22.82092971,9.701571869,7.65698808,3.522694651,24.93592005,5.676731596,5.843414134,29.20903717,10.41223256,4.941713361,5.036486331,6.061898993,2.928644565,11.15883993,4.393970561,11.88502227,10.59253725,2.389892566,10.85711119,26.82695795,3.593813664,14.06527242,8.376776401,6.812920691,28.72984833,4.281332399,4.641588834,15.84893192
ubl,34.14548874,18.89364668,11.05295141,10.74607828,92.95097899,10.38468775,18.47849797,10.4049831,32.2679912,30.88843596,14.09081686,7.044109314,2.928644565,19.30697729,9.466522603,11.88502227,19.95262315,4.45295851,29.12632655,117.8768635,8.431909293,3.593813664,13.04321387,16.15598098,16.15598098,2.069138081,5.994842503,7.943282347
koi,5.843414134,5.623413252,4.799095809,10.36632928,10,7.677960997,3.686945065,4.175318937,2.745342234,2.329951811,5.289373747,7.785819799,3.244226079,3.340484984,7.602429141,7.498942093,6.309573445,1.645190588,17.7827941,6.105402297,5.994842503,5.054796821,3.16227766,3.480700588,3.83118685,4.832930239,3.593813664,2.511886432
CG15236,2.764818754,1.832980711,1.105295141,1.074607828,1.037225095,1.038468775,1.584893192,1.04049831,1.223824937,1.048113134,1.277564921,1.162030136,4.190079106,1.827699369,1.637893707,1.333521432,1.333521432,1.064209244,1,1.085711119,1.185971012,15.31740464,1.092600861,1.100694171,1.615598098,483.2930239,59.94842503,1.258925412
CG34215,1.165914401,1.163561851,1.305996548,1,1,1,1.711328304,1,1,1,1.05021108,1,1,7196.85673,1.245197085,1,1,1.064209244,1,1,1,1.185971012,1.092600861,1,1.957341781,1.623776739,1,1
coro,4.298662347,2.00738918,2.632024061,1.843422992,3.866353752,1.761577033,1.995262315,2.807216204,1.760410844,2.023589648,2.189906295,2.015337686,2.267543126,8.030857221,2.833876712,2.511886432,3.981071706,1.064209244,3.433320018,1.389495494,1.978318883,2.55509709,1.304321387,1.77827941,2.872984833,2.069138081,2.448436747,1.995262315
Spn42Da,17.11328304,24.07570135,53.0441728,15.96338544,83.29806648,16.33483508,14.67799268,13.73823796,28.5851418,3.393221772,21.89906295,63.73057342,12.2712524,68.12920691,14.67799268,66.83439176,59.56621435,7.325965428,26.82695795,22.75845926,23.46228848,14.06527242,6.422325422,14.67799268,10,11.28837892,3.16227766,12.58925412
Spn42Dc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Spn42De,1.122018454,1.062467831,1,1.074607828,1.441219597,1.207722655,1.122018454,1.487352107,1.497747476,1.151395399,1.158323286,1,1,1.637893707,1,1.059253725,1.188502227,1.132541315,1.178768635,1.508590709,1.089022962,1.089022962,1.092600861,1.100694171,1.333521432,1.438449888,1,1.584893192
CG30158,1.122018454,1.163561851,1,1.036632928,1.037225095,1.038468775,1.359356391,1.04049831,1.274274986,1.048113134,1.216483949,1,2.267543126,1.115883993,1,1,1.258925412,1,1.178768635,1.085711119,1.089022962,1.291549665,1.092600861,1,1,1,1,25.11886432
CG3358,1.385691863,1.438449888,1.396135391,1.19708503,1.608233878,1.404562223,1.308177474,1.268961003,1.274274986,1.206792641,1.341712835,1.649648074,1.165914401,1.55051578,1.467799268,1.995262315,1.412537545,1.205260937,1.279802214,1.508590709,1.185971012,1.978318883,1.193776642,1.467799268,1,1.128837892,1.291549665,1.258925412
mim,2.464147308,2.407570135,1.94919403,1.910952975,2.002568136,1.572973157,1.77827941,1.887391822,1.760410844,1.676832937,2.415342501,1.734324802,3.414548874,1.637893707,1.930697729,1.678804018,2.238721139,1,2.275845926,1.637893707,1.531740464,1.816599788,1.42510267,1.957341781,2.610157216,1.832980711,1.895735652,1.995262315
CheB42c,1.122018454,1.030760802,1.033933849,1.036632928,1.115883993,1.038468775,1.122018454,1.082636734,1,1.048113134,1,1.051330177,1.107756851,1,1.115883993,1.188502227,1.059253725,1,1.085711119,1.279802214,1,1.089022962,1.092600861,1,1.100694171,1,1.136463666,1.258925412
Cyp6u1,1.615598098,1.72521055,2.227542952,1.539926526,1.55051578,1.633483508,1.584893192,1.813930694,1.559489504,1.325711366,1.800193333,1.823348001,1.430722989,1.730195739,1.930697729,2.11348904,1.883649089,1,2.470911228,3.433320018,1.816599788,1.978318883,1.193776642,1.333521432,1.957341781,1.438449888,1,1
CG30157,1.019373486,1.030760802,1.105295141,1.074607828,1,1.119902793,1,1.04049831,1.084145869,1.048113134,1.102943312,1,1,1,1,1,1.122018454,1,1,1.085711119,1.089022962,1.089022962,1,1,1,1,1,1
vimar,5.732358369,2.407570135,2.813684268,1.715437896,4.475006297,1.404562223,2.610157216,2.807216204,2.85851418,1.59985872,1.985511196,2.341883126,1.847849797,1.930697729,1.55051578,3.349654392,1.995262315,1.064209244,2.470911228,2.682695795,1.406527242,1.668100537,1.193776642,3.16227766,3.16227766,2.069138081,2.448436747,1.995262315
CR44170,1.059253725,1,1,1,1,1,1,1.082636734,1,1,1,1,1,1,1,1.059253725,1.059253725,1.064209244,1,1,1,1,1.092600861,1,1,1.128837892,1,1
CR44171,1.019373486,1.062467831,1,1.074607828,1,1,1,1,1,1,1,1,1.052500285,1,1,1.059253725,1,1,1,1,1,1,1.092600861,1,1,1,1,1.258925412
CG30156,1.467799268,1.163561851,1.033933849,1.074607828,1.494869134,1.162984082,1.079775162,1.126481692,1.274274986,1,1,1,1.052500285,1,1.056354104,1.258925412,1.122018454,1.132541315,1.085711119,1.178768635,1.089022962,1.291549665,1.193776642,1.100694171,1.100694171,1,1,1
CG17002,1.920141939,1.395522497,1.492495545,1.485508017,2.234633727,1.829342743,1.525222957,1.610262028,1.623776739,1.325711366,1.216483949,1.649648074,1.22712524,2.275845926,1.389495494,1.584893192,1.77827941,1.132541315,1.77827941,1.930697729,1.185971012,1.978318883,1.70125428,1.467799268,1.615598098,1.438449888,1.291549665,1.584893192
Tsp42Ea,1,1,1,1,1,1,1,1,1.041223256,1,1,1,1,1,1,1,1,1,1,1,1.089022962,1,1,1,1.211527659,1,1,1
CG30159,1.019373486,1.062467831,1,1,1,1,1,1,1,1.048113134,1,1,1,1,1.056354104,1,1,1,1,1,1,1,1,1,1.211527659,1,1,1
Tsp42Ec,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tsp42Ee,26101572.16,3162277.66,434191342.3,72339416.27,2.49359E+12,22943292278,2928644565,2.39503E+14,7536903981,6.55129E+14,45664054.32,2462092401,9027.251779,2.27585E+19,6812920.691,35481338923,56234132519,607.8323128,17782794100,1.3895E+12,234622.8848,6528521.141,264896.9288,1.77828E+11,825404185.3,2069138.081,599484.2503,398107.1706
CG43646,1.039122304,1.062467831,1.033933849,1.036632928,1,1,1,1,1,1,1.05021108,1,1.052500285,1,1,1,1,1.064209244,1,1,1.089022962,1.089022962,1.092600861,1,1,1,1,1
CG43647,1.100694171,1.062467831,1.069019205,1.11397386,1.075835899,1.162984082,1.122018454,1.268961003,1.041223256,1.206792641,1.102943312,1.105295141,1.052500285,1.178768635,1.178768635,1.122018454,1.333521432,1.282649831,1.508590709,1.389495494,1.291549665,1.185971012,1.092600861,1.211527659,1.211527659,1.128837892,1,1
Tsp42Ef,121.1527659,26366.50899,170562.6983,37855152.49,46415.88834,1458594.012,12589.25412,16754749.19,6412.354796,35.56480306,4348.083467,740568469.2,37.82489906,803085.7221,5179.474679,7498942.093,446683.5922,113.2541315,78.13707377,209617.9992,391.3745602,84.31909293,185879.1891,28729.84833,237137.3706,54.55594781,7.742636827,199526.2315
Tsp42Eg,1.333521432,1.889364668,2.462092401,10,1.79460244,4.197114524,3.16227766,4.175318937,3.792690191,2.023589648,1.554137221,2.58847204,1.668100537,1.178768635,1.827699369,3.16227766,5.011872336,1.452653926,2.470911228,5.623413252,1.531740464,3.300034791,2.894266125,1.77827941,2.15443469,6.158482111,1.291549665,2.511886432
