"","Gene","KEGG"
"824","CG6083","path:dme00040"
"825","CG6083","path:dme00051"
"826","CG6083","path:dme00052"
"827","CG6083","path:dme00561"
"828","CG6083","path:dme00790"
"829","CG6083","path:dme01100"
"830","Akr1B","path:dme00040"
"831","Akr1B","path:dme00051"
"832","Akr1B","path:dme00052"
"833","Akr1B","path:dme00561"
"834","Akr1B","path:dme00790"
"835","Akr1B","path:dme01100"
"836","Ugt49B2","path:dme00040"
"837","Ugt49B2","path:dme00053"
"838","Ugt49B2","path:dme00830"
"839","Ugt49B2","path:dme00860"
"840","Ugt49B2","path:dme00980"
"841","Ugt49B2","path:dme00982"
"842","Ugt49B2","path:dme00983"
"843","Ugt49B2","path:dme01100"
"844","Ugt49B2","path:dme01240"
"845","Ugt35C1","path:dme00040"
"846","Ugt35C1","path:dme00053"
"847","Ugt35C1","path:dme00830"
"848","Ugt35C1","path:dme00860"
"849","Ugt35C1","path:dme00980"
"850","Ugt35C1","path:dme00982"
"851","Ugt35C1","path:dme00983"
"852","Ugt35C1","path:dme01100"
"853","Ugt35C1","path:dme01240"
"854","Ugt35A1","path:dme00040"
"855","Ugt35A1","path:dme00053"
"856","Ugt35A1","path:dme00830"
"857","Ugt35A1","path:dme00860"
"858","Ugt35A1","path:dme00980"
"859","Ugt35A1","path:dme00982"
"860","Ugt35A1","path:dme00983"
"861","Ugt35A1","path:dme01100"
"862","Ugt35A1","path:dme01240"
"863","Ugt35B1","path:dme00040"
"864","Ugt35B1","path:dme00053"
"865","Ugt35B1","path:dme00830"
"866","Ugt35B1","path:dme00860"
"867","Ugt35B1","path:dme00980"
"868","Ugt35B1","path:dme00982"
"869","Ugt35B1","path:dme00983"
"870","Ugt35B1","path:dme01100"
"871","Ugt35B1","path:dme01240"
"872","Ugt35E2","path:dme00040"
"873","Ugt35E2","path:dme00053"
"874","Ugt35E2","path:dme00830"
"875","Ugt35E2","path:dme00860"
"876","Ugt35E2","path:dme00980"
"877","Ugt35E2","path:dme00982"
"878","Ugt35E2","path:dme00983"
"879","Ugt35E2","path:dme01100"
"880","Ugt35E2","path:dme01240"
"881","Ugt302K1","path:dme00040"
"882","Ugt302K1","path:dme00053"
"883","Ugt302K1","path:dme00830"
"884","Ugt302K1","path:dme00860"
"885","Ugt302K1","path:dme00980"
"886","Ugt302K1","path:dme00982"
"887","Ugt302K1","path:dme00983"
"888","Ugt302K1","path:dme01100"
"889","Ugt302K1","path:dme01240"
"890","CG7322","path:dme00040"
"891","CG7322","path:dme01100"
"892","Ugt37C1","path:dme00040"
"893","Ugt37C1","path:dme00053"
"894","Ugt37C1","path:dme00830"
"895","Ugt37C1","path:dme00860"
"896","Ugt37C1","path:dme00980"
"897","Ugt37C1","path:dme00982"
"898","Ugt37C1","path:dme00983"
"899","Ugt37C1","path:dme01100"
"900","Ugt37C1","path:dme01240"
"901","CG9436","path:dme00040"
"902","CG9436","path:dme00051"
"903","CG9436","path:dme00052"
"904","CG9436","path:dme00561"
"905","CG9436","path:dme00790"
"906","CG9436","path:dme01100"
"907","Ugt37B1","path:dme00040"
"908","Ugt37B1","path:dme00053"
"909","Ugt37B1","path:dme00830"
"910","Ugt37B1","path:dme00860"
"911","Ugt37B1","path:dme00980"
"912","Ugt37B1","path:dme00982"
"913","Ugt37B1","path:dme00983"
"914","Ugt37B1","path:dme01100"
"915","Ugt37B1","path:dme01240"
"916","Had1","path:dme00040"
"917","Had1","path:dme01100"
"918","Pmm2","path:dme00051"
"919","Pmm2","path:dme00520"
"920","Pmm2","path:dme01100"
"921","Pmm2","path:dme01240"
"922","Pmm2","path:dme01250"
"923","CG1129","path:dme00051"
"924","CG1129","path:dme00520"
"925","CG1129","path:dme00630"
"926","CG1129","path:dme01100"
"927","CG1129","path:dme01100"
"928","CG1129","path:dme01200"
"929","CG1129","path:dme01240"
"930","CG1129","path:dme01250"
"931","CG12289","path:dme00051"
"932","CG12289","path:dme01100"
"933","Pfrx","path:dme00051"
"934","Pfrx","path:dme01100"
"935","Gmer","path:dme00051"
"936","Gmer","path:dme00520"
"937","Gmer","path:dme01100"
"938","Gmer","path:dme01250"
"939","CG7328","path:dme00051"
"940","CG7328","path:dme01100"
"941","CG7335","path:dme00051"
"942","CG7335","path:dme01100"
"943","CG7551","path:dme00051"
"944","CG7551","path:dme01100"
"945","CG8207","path:dme00051"
"946","CG8207","path:dme00520"
"947","CG8207","path:dme01100"
"948","CG8207","path:dme01240"
"949","CG8207","path:dme01250"
"950","Mpi","path:dme00051"
"951","Mpi","path:dme00520"
"952","Mpi","path:dme01100"
"953","Mpi","path:dme01240"
"954","Mpi","path:dme01250"
"955","Gmd","path:dme00051"
"956","Gmd","path:dme00520"
"957","Gmd","path:dme01100"
"958","Gmd","path:dme01250"
"959","Mal-A7","path:dme00052"
"960","Mal-A7","path:dme00500"
"961","Mal-A7","path:dme01100"
"962","Gale","path:dme00052"
"963","Gale","path:dme00520"
"964","Gale","path:dme01100"
"965","Gale","path:dme01250"
"966","Mal-B1","path:dme00052"
"967","Mal-B1","path:dme00500"
"968","Mal-B1","path:dme01100"
"969","Mal-B2","path:dme00052"
"970","Mal-B2","path:dme00500"
"971","Mal-B2","path:dme01100"
"972","Ect3","path:dme00052"
"973","Ect3","path:dme00450"
"974","Ect3","path:dme00511"
"975","Ect3","path:dme00531"
"976","Ect3","path:dme00600"
"977","Ect3","path:dme00604"
"978","Ect3","path:dme00970"
"979","Ect3","path:dme01100"
"980","Ect3","path:dme01100"
"981","Ect3","path:dme04142"
"982","CG7685","path:dme00052"
"983","CG7685","path:dme00500"
"984","CG7685","path:dme01100"
"985","Mal-A8","path:dme00052"
"986","Mal-A8","path:dme00500"
"987","Mal-A8","path:dme01100"
"988","Mal-A4","path:dme00052"
"989","Mal-A4","path:dme00500"
"990","Mal-A4","path:dme01100"
"991","Mal-A2","path:dme00052"
"992","Mal-A2","path:dme00500"
"993","Mal-A2","path:dme01100"
"994","Mal-A3","path:dme00052"
"995","Mal-A3","path:dme00500"
"996","Mal-A3","path:dme01100"
"997","Mal-A1","path:dme00052"
"998","Mal-A1","path:dme00500"
"999","Mal-A1","path:dme01100"
"1000","Gal","path:dme00052"
"1001","Gal","path:dme00511"
"1002","Gal","path:dme00531"
"1003","Gal","path:dme00600"
"1004","Gal","path:dme00604"
"1005","Gal","path:dme01100"
"1006","Gal","path:dme04142"
"1007","Galt","path:dme00052"
"1008","Galt","path:dme00520"
"1009","Galt","path:dme01100"
"1010","Galt","path:dme01250"
"1011","CG6910","path:dme00053"
"1012","CG6910","path:dme00562"
"1013","CG6910","path:dme01100"
"1014","CG6910","path:dme01250"
"1015","ACC","path:dme00061"
"1016","ACC","path:dme00620"
"1017","ACC","path:dme00640"
"1018","ACC","path:dme01100"
"1019","ACC","path:dme01212"
"1020","CG12170","path:dme00061"
"1021","CG12170","path:dme00780"
"1022","CG12170","path:dme01100"
"1023","CG12170","path:dme01212"
"1024","CG12170","path:dme01240"
"1025","CG16935","path:dme00061"
"1026","CG16935","path:dme00062"
"1027","CG16935","path:dme01100"
"1028","CG16935","path:dme01212"
"1029","FASN3","path:dme00061"
"1030","FASN3","path:dme01100"
"1031","FASN3","path:dme01212"
"1032","CG18155","path:dme00061"
"1033","CG18155","path:dme00280"
"1034","CG18155","path:dme01100"
"1035","CG18155","path:dme01212"
"1036","FASN1","path:dme00061"
"1037","FASN1","path:dme01100"
"1038","FASN1","path:dme01212"
"1039","FASN2","path:dme00061"
"1040","FASN2","path:dme01100"
"1041","FASN2","path:dme01212"
"1042","CG3603","path:dme00061"
"1043","CG3603","path:dme01100"
"1044","CG3603","path:dme01212"
"1045","CG3961","path:dme00061"
"1046","CG3961","path:dme00071"
"1047","CG3961","path:dme01100"
"1048","CG3961","path:dme01212"
"1049","CG3961","path:dme04146"
"1050","hll","path:dme00061"
"1051","hll","path:dme00071"
"1052","hll","path:dme01100"
"1053","hll","path:dme01212"
"1054","bgm","path:dme00061"
"1055","bgm","path:dme00071"
"1056","bgm","path:dme00230"
"1057","bgm","path:dme00562"
"1058","bgm","path:dme01100"
"1059","bgm","path:dme01100"
"1060","bgm","path:dme01100"
"1061","bgm","path:dme01212"
"1062","bgm","path:dme04070"
"1063","beg","path:dme00061"
"1064","beg","path:dme01100"
"1065","beg","path:dme01212"
"1066","Acsl","path:dme00061"
"1067","Acsl","path:dme00071"
"1068","Acsl","path:dme01100"
"1069","Acsl","path:dme01212"
"1070","Acsl","path:dme04146"
"1071","Sc2","path:dme00062"
"1072","Sc2","path:dme01040"
"1073","Sc2","path:dme01100"
"1074","Sc2","path:dme01212"
"1075","Elo68beta","path:dme00062"
"1076","Elo68beta","path:dme01040"
"1077","Elo68beta","path:dme01100"
"1078","Elo68beta","path:dme01212"
"1079","Ppt1","path:dme00062"
"1080","Ppt1","path:dme01100"
"1081","Ppt1","path:dme01212"
"1082","Ppt1","path:dme04142"
"1083","spidey","path:dme00062"
"1084","spidey","path:dme01040"
"1085","spidey","path:dme01100"
"1086","spidey","path:dme01212"
"1087","spidey","path:dme03040"
"1088","spidey","path:dme04120"
"1089","CG17821","path:dme00062"
"1090","CG17821","path:dme01040"
"1091","CG17821","path:dme01100"
"1092","CG17821","path:dme01212"
"1093","CG18609","path:dme00062"
"1094","CG18609","path:dme01040"
"1095","CG18609","path:dme01100"
"1096","CG18609","path:dme01212"
"1097","Elo68alpha","path:dme00062"
"1098","Elo68alpha","path:dme01040"
"1099","Elo68alpha","path:dme01100"
"1100","Elo68alpha","path:dme01212"
"1101","Baldspot","path:dme00062"
"1102","Baldspot","path:dme01040"
"1103","Baldspot","path:dme01100"
"1104","Baldspot","path:dme01212"
"1105","Mtpalpha","path:dme00062"
"1106","Mtpalpha","path:dme00071"
"1107","Mtpalpha","path:dme00280"
"1108","Mtpalpha","path:dme00310"
"1109","Mtpalpha","path:dme00380"
"1110","Mtpalpha","path:dme00410"
"1111","Mtpalpha","path:dme00640"
"1112","Mtpalpha","path:dme00650"
"1113","Mtpalpha","path:dme01100"
"1114","Mtpalpha","path:dme01212"
"1115","Mtpbeta","path:dme00062"
"1116","Mtpbeta","path:dme00071"
"1117","Mtpbeta","path:dme00280"
"1118","Mtpbeta","path:dme01100"
"1119","Mtpbeta","path:dme01212"
"1120","yip2","path:dme00062"
"1121","yip2","path:dme00071"
"1122","yip2","path:dme00280"
"1123","yip2","path:dme01100"
"1124","yip2","path:dme01212"
"1125","Ppt2","path:dme00062"
"1126","Ppt2","path:dme01100"
"1127","Ppt2","path:dme01212"
"1128","Ppt2","path:dme04142"
"1129","Echs1","path:dme00062"
"1130","Echs1","path:dme00071"
"1131","Echs1","path:dme00280"
"1132","Echs1","path:dme00310"
"1133","Echs1","path:dme00380"
"1134","Echs1","path:dme00410"
"1135","Echs1","path:dme00640"
"1136","Echs1","path:dme00650"
"1137","Echs1","path:dme01100"
"1138","Echs1","path:dme01200"
"1139","Echs1","path:dme01212"
"1140","Hacd1","path:dme00062"
"1141","Hacd1","path:dme01040"
"1142","Hacd1","path:dme01100"
"1143","Hacd1","path:dme01212"
"1144","Hacd2","path:dme00062"
"1145","Hacd2","path:dme01040"
"1146","Hacd2","path:dme01100"
"1147","Hacd2","path:dme01212"
"1148","CG10932","path:dme00071"
"1149","CG10932","path:dme00280"
"1150","CG10932","path:dme00310"
"1151","CG10932","path:dme00380"
"1152","CG10932","path:dme00620"
"1153","CG10932","path:dme00630"
"1154","CG10932","path:dme00650"
"1155","CG10932","path:dme00900"
"1156","CG10932","path:dme01100"
"1157","CG10932","path:dme01200"
"1158","CG10932","path:dme01212"
"1159","Mcad","path:dme00071"
"1160","Mcad","path:dme00280"
"1161","Mcad","path:dme01100"
"1162","Mcad","path:dme01212"
"1163","whd","path:dme00071"
"1164","whd","path:dme01212"
"1165","Dci","path:dme00071"
"1166","Dci","path:dme04146"
"1167","CG17544","path:dme00071"
"1168","CG17544","path:dme00410"
"1169","CG17544","path:dme00592"
"1170","CG17544","path:dme00640"
"1171","CG17544","path:dme01040"
"1172","CG17544","path:dme01100"
"1173","CG17544","path:dme01200"
"1174","CG17544","path:dme01212"
"1175","CG17544","path:dme04146"
"1176","CPT2","path:dme00071"
"1177","CPT2","path:dme01212"
"1178","CG3902","path:dme00071"
"1179","CG3902","path:dme00280"
"1180","CG3902","path:dme01100"
"1181","CG3902","path:dme01212"
"1182","CG4586","path:dme00071"
"1183","CG4586","path:dme00410"
"1184","CG4586","path:dme00592"
"1185","CG4586","path:dme00640"
"1186","CG4586","path:dme01040"
"1187","CG4586","path:dme01100"
"1188","CG4586","path:dme01200"
"1189","CG4586","path:dme01212"
"1190","CG4586","path:dme04146"
"1191","CG4592","path:dme00071"
"1192","CG4594","path:dme00071"
"1193","CG4598","path:dme00071"
"1194","Arc42","path:dme00071"
"1195","Arc42","path:dme00280"
"1196","Arc42","path:dme00410"
"1197","Arc42","path:dme00640"
"1198","Arc42","path:dme00650"
"1199","Arc42","path:dme01100"
"1200","Arc42","path:dme01200"
"1201","Arc42","path:dme01212"
"1202","CG4860","path:dme00071"
"1203","CG4860","path:dme00280"
"1204","CG4860","path:dme00410"
"1205","CG4860","path:dme00640"
"1206","CG4860","path:dme00650"
"1207","CG4860","path:dme01100"
"1208","CG4860","path:dme01200"
"1209","CG4860","path:dme01212"
"1210","CG5009","path:dme00071"
"1211","CG5009","path:dme00410"
"1212","CG5009","path:dme00592"
"1213","CG5009","path:dme00640"
"1214","CG5009","path:dme01040"
"1215","CG5009","path:dme01100"
"1216","CG5009","path:dme01200"
"1217","CG5009","path:dme01212"
"1218","CG5009","path:dme04146"
"1219","CG7461","path:dme00071"
"1220","CG7461","path:dme01100"
"1221","CG7461","path:dme01212"
"1222","CG9149","path:dme00071"
"1223","CG9149","path:dme00280"
"1224","CG9149","path:dme00310"
"1225","CG9149","path:dme00380"
"1226","CG9149","path:dme00620"
"1227","CG9149","path:dme00630"
"1228","CG9149","path:dme00650"
"1229","CG9149","path:dme00900"
"1230","CG9149","path:dme01100"
"1231","CG9149","path:dme01200"
"1232","CG9149","path:dme01212"
"1233","CG9527","path:dme00071"
"1234","CG9527","path:dme00410"
"1235","CG9527","path:dme00592"
"1236","CG9527","path:dme00640"
"1237","CG9527","path:dme01040"
"1238","CG9527","path:dme01100"
"1239","CG9527","path:dme01200"
"1240","CG9527","path:dme01212"
"1241","CG9527","path:dme04146"
"1242","CG9547","path:dme00071"
"1243","CG9547","path:dme00310"
"1244","CG9547","path:dme00380"
"1245","CG9547","path:dme01100"
"1246","Acox57D-p","path:dme00071"
"1247","Acox57D-p","path:dme00410"
"1248","Acox57D-p","path:dme00592"
"1249","Acox57D-p","path:dme00640"
"1250","Acox57D-p","path:dme01040"
"1251","Acox57D-p","path:dme01100"
"1252","Acox57D-p","path:dme01200"
"1253","Acox57D-p","path:dme01212"
"1254","Acox57D-p","path:dme04146"
"1255","Acox57D-d","path:dme00071"
"1256","Acox57D-d","path:dme00410"
"1257","Acox57D-d","path:dme00592"
"1258","Acox57D-d","path:dme00640"
"1259","Acox57D-d","path:dme01040"
"1260","Acox57D-d","path:dme01100"
"1261","Acox57D-d","path:dme01200"
"1262","Acox57D-d","path:dme01212"
"1263","Acox57D-d","path:dme04146"
"1264","CG11406","path:dme00100"
"1265","CG11406","path:dme04142"
"1266","LBR","path:dme00100"
"1267","LBR","path:dme01100"
"1268","CG18301","path:dme00100"
"1269","CG18301","path:dme04142"
"1270","Lip4","path:dme00100"
"1271","Lip4","path:dme04142"
"1272","CG8112","path:dme00100"
"1273","Lip3","path:dme00100"
"1274","Lip3","path:dme04142"
"1275","Hpd","path:dme00130"
"1276","Hpd","path:dme00350"
"1277","Hpd","path:dme00360"
"1278","Hpd","path:dme01100"
"1279","Hpd","path:dme01240"
"1280","GC","path:dme00130"
"1281","GC","path:dme01100"
"1282","GC","path:dme01240"
"1283","Coq7","path:dme00130"
"1284","Coq7","path:dme01100"
"1285","Coq7","path:dme01240"
"1286","CG1461","path:dme00130"
"1287","CG1461","path:dme00270"
"1288","CG1461","path:dme00350"
"1289","CG1461","path:dme00360"
"1290","CG1461","path:dme00400"
"1291","CG1461","path:dme01100"
"1292","CG1461","path:dme03083"
"1293","CG1461","path:dme04070"
"1294","Coq5","path:dme00130"
"1295","Coq5","path:dme01100"
"1296","Coq5","path:dme01240"
"1297","Vkor","path:dme00130"
"1298","Vkor","path:dme01100"
"1299","Vkor","path:dme01240"
"1300","Coq6","path:dme00130"
"1301","Coq6","path:dme01100"
"1302","Coq6","path:dme01240"
"1303","Coq3","path:dme00130"
"1304","Coq3","path:dme01100"
"1305","Coq3","path:dme01240"
"1306","Coq2","path:dme00130"
"1307","Coq2","path:dme01100"
"1308","Coq2","path:dme01240"
"1309","ND-B12","path:dme00190"
"1310","ND-B12","path:dme01100"
"1311","COX4L","path:dme00190"
"1312","COX4L","path:dme01100"
"1313","COX4","path:dme00190"
"1314","COX4","path:dme01100"
"1315","Vha14-2","path:dme00190"
"1316","Vha14-2","path:dme01100"
"1317","Vha14-2","path:dme04145"
"1318","Vha14-2","path:dme04150"
"1319","Vha26","path:dme00190"
"1320","Vha26","path:dme01100"
"1321","Vha26","path:dme04141"
"1322","Vha26","path:dme04145"
"1323","Vha26","path:dme04150"
"1324","COX5B","path:dme00190"
"1325","COX5B","path:dme01100"
"1326","COX5BL","path:dme00190"
"1327","COX5BL","path:dme01100"
"1328","ATPsynbeta","path:dme00190"
"1329","ATPsynbeta","path:dme01100"
"1330","ND-51L1","path:dme00190"
"1331","ND-51L1","path:dme01100"
"1332","ND-15","path:dme00190"
"1333","ND-15","path:dme01100"
"1334","VhaM9.7-c","path:dme00190"
"1335","VhaM9.7-c","path:dme01100"
"1336","VhaM9.7-c","path:dme04145"
"1337","ND-49L","path:dme00190"
"1338","ND-49L","path:dme01100"
"1339","ND-30","path:dme00190"
"1340","ND-30","path:dme01100"
"1341","ND-18","path:dme00190"
"1342","ND-18","path:dme01100"
"1343","ND-B14.5B","path:dme00190"
"1344","ND-B14.5B","path:dme01100"
"1345","Vha68-1","path:dme00190"
"1346","Vha68-1","path:dme01100"
"1347","Vha68-1","path:dme04145"
"1348","Vha68-1","path:dme04150"
"1349","Vha100-5","path:dme00190"
"1350","Vha100-5","path:dme01100"
"1351","Vha100-5","path:dme04142"
"1352","Vha100-5","path:dme04145"
"1353","VhaM9.7-a","path:dme00190"
"1354","VhaM9.7-a","path:dme01100"
"1355","VhaM9.7-a","path:dme04145"
"1356","ND-B15","path:dme00190"
"1357","ND-B15","path:dme01100"
"1358","Vha36-2","path:dme00190"
"1359","Vha36-2","path:dme01100"
"1360","Vha36-2","path:dme04145"
"1361","Vha36-2","path:dme04150"
"1362","ND-B17","path:dme00190"
"1363","ND-B17","path:dme01100"
"1364","Cyt-c-d","path:dme00190"
"1365","Cyt-c-d","path:dme01100"
"1366","Cyt-c-d","path:dme04214"
"1367","Cyt-c-d","path:dme04215"
"1368","cype","path:dme00190"
"1369","cype","path:dme01100"
"1370","CG14077","path:dme00190"
"1371","CG14077","path:dme01100"
"1372","COX6B","path:dme00190"
"1373","COX6B","path:dme01100"
"1374","UQCR-6.4","path:dme00190"
"1375","UQCR-6.4","path:dme01100"
"1376","Cyt-c1L","path:dme00190"
"1377","Cyt-c1L","path:dme01100"
"1378","COX5A","path:dme00190"
"1379","COX5A","path:dme01100"
"1380","VhaM9.7-d","path:dme00190"
"1381","VhaM9.7-d","path:dme01100"
"1382","VhaM9.7-d","path:dme04145"
"1383","ND-B8","path:dme00190"
"1384","ND-B8","path:dme01100"
"1385","CG15719","path:dme00190"
"1386","CG15719","path:dme01100"
"1387","CG15719","path:dme04145"
"1388","CG15719","path:dme04150"
"1389","Vha100-1","path:dme00190"
"1390","Vha100-1","path:dme01100"
"1391","Vha100-1","path:dme04142"
"1392","Vha100-1","path:dme04145"
"1393","levy","path:dme00190"
"1394","levy","path:dme01100"
"1395","VhaSFD","path:dme00190"
"1396","VhaSFD","path:dme01100"
"1397","VhaSFD","path:dme04142"
"1398","VhaSFD","path:dme04145"
"1399","VhaSFD","path:dme04150"
"1400","Vha55","path:dme00190"
"1401","Vha55","path:dme01100"
"1402","Vha55","path:dme04145"
"1403","Vha55","path:dme04150"
"1404","ATPsynC","path:dme00190"
"1405","ATPsynC","path:dme01100"
"1406","ATPsynC","path:dme03018"
"1407","ATPsynC","path:dme04814"
"1408","UQCR-14L","path:dme00190"
"1409","UQCR-14L","path:dme01100"
"1410","Cyt-c-p","path:dme00190"
"1411","Cyt-c-p","path:dme01100"
"1412","Cyt-c-p","path:dme04214"
"1413","Cyt-c-p","path:dme04215"
"1414","COX7AL","path:dme00190"
"1415","COX7AL","path:dme01100"
"1416","Vha100-2","path:dme00190"
"1417","Vha100-2","path:dme01100"
"1418","Vha100-2","path:dme04142"
"1419","Vha100-2","path:dme04145"
"1420","ND-MNLL","path:dme00190"
"1421","ND-MNLL","path:dme01100"
"1422","ND-49","path:dme00190"
"1423","ND-49","path:dme01100"
"1424","ND-20L","path:dme00190"
"1425","ND-20L","path:dme01100"
"1426","COX7C","path:dme00190"
"1427","COX7C","path:dme01100"
"1428","ND-75","path:dme00190"
"1429","ND-75","path:dme01100"
"1430","VhaAC39-1","path:dme00190"
"1431","VhaAC39-1","path:dme01100"
"1432","VhaAC39-1","path:dme04142"
"1433","VhaAC39-1","path:dme04145"
"1434","ATPsyndelta","path:dme00190"
"1435","ATPsyndelta","path:dme01100"
"1436","COX6AL","path:dme00190"
"1437","COX6AL","path:dme01100"
"1438","Vha100-3","path:dme00190"
"1439","Vha100-3","path:dme01100"
"1440","Vha100-3","path:dme04142"
"1441","Vha100-3","path:dme04145"
"1442","UQCR-11L","path:dme00190"
"1443","UQCR-11L","path:dme01100"
"1444","ATPsynepsilonL","path:dme00190"
"1445","ATPsynepsilonL","path:dme01100"
"1446","Vha16-1","path:dme00190"
"1447","Vha16-1","path:dme01100"
"1448","Vha16-1","path:dme04142"
