FBgn,Symbol,Fbab
FBgn0011661,CG8195,FBab0045889
FBgn0261856,CG42728,FBab0045889
FBgn0032729,CG32053,FBab0045889
FBgn0263911,mir-4954,FBab0045889
FBgn0052666,sut3,FBab0045889
FBgn0033121,5SrRNA:CR33372,FBab0045889
FBgn0031617,CG3902,FBab0045889
FBgn0266280,stau,FBab0045889
FBgn0052438,ND-20L,FBab0045889
FBgn0267221,mir-6-2,FBab0045889
FBgn0000182,CG6749,FBab0045889
FBgn0260223,Polr3F,FBab0045889
FBgn0023535,CG13516,FBab0045889
FBgn0036953,Ofut1,FBab0045889
FBgn0263593,CG17959,FBab0045889
FBgn0033060,kek4,FBab0045889
FBgn0030493,ome,FBab0045889
FBgn0031959,CG10431,FBab0045889
FBgn0250903,CG18766,FBab0045889
FBgn0085460,lncRNA:CR44213,FBab0045889
FBgn0265576,CR43441,FBab0045889
FBgn0034646,Strump,FBab0045889
FBgn0053927,lncRNA:CR44268,FBab0045889
FBgn0053810,lncRNA:CR45696,FBab0045889
FBgn0262081,snoRNA:CD61,FBab0045889
FBgn0037222,CG1418,FBab0045889
FBgn0262982,CG10494,FBab0045889
FBgn0053400,tRNA:Ile-AAT-1-8,FBab0045889
FBgn0051781,pio,FBab0045889
FBgn0042179,CG14420,FBab0045889
FBgn0265992,CG42656,FBab0045889
FBgn0266774,fat-spondin,FBab0045889
FBgn0032820,Cep290,FBab0045889
FBgn0034184,lncRNA:CR45821,FBab0045889
FBgn0035170,Uhg2,FBab0045889
FBgn0266925,CG32119,FBab0045889
FBgn0031116,skd,FBab0045889
FBgn0266083,CG17121,FBab0045889
FBgn0036317,PIG-S,FBab0045889
FBgn0266350,cic,FBab0045889
FBgn0031132,Trs20,FBab0045889
FBgn0036486,Wnt10,FBab0045889
FBgn0034729,CG18368,FBab0045889
FBgn0086023,D12,FBab0045889
FBgn0034568,HDAC6,FBab0045889
FBgn0263465,CG42812,FBab0045889
FBgn0022942,CG34170,FBab0045889
FBgn0262580,tRNA:Gly-GCC-1-8,FBab0045889
FBgn0266819,Sfxn1-3,FBab0045889
FBgn0029531,rno,FBab0045889
FBgn0031652,dpr10,FBab0045889
FBgn0003969,lncRNA:CR44462,FBab0045889
FBgn0265839,SkpE,FBab0045889
FBgn0040900,jigr1,FBab0045889
FBgn0285938,Tfb5,FBab0045889
FBgn0032845,VhaSFD,FBab0045889
FBgn0033778,Gmd,FBab0045889
FBgn0034554,Gr32a,FBab0045889
FBgn0259916,5SrRNA:CR33398,FBab0045889
FBgn0264495,CG6999,FBab0045889
FBgn0261565,E(spl)m4-BFM,FBab0045889
FBgn0037217,DIP-delta,FBab0045889
FBgn0039165,l(2)k14505,FBab0045889
FBgn0027868,snoRNA:Psi28S-3316b,FBab0045889
FBgn0003145,Obp56h,FBab0045889
FBgn0039349,5SrRNA:CR33390,FBab0045889
FBgn0050466,CG7202,FBab0045889
FBgn0033864,lncRNA:CR45981,FBab0045889
FBgn0267022,shams,FBab0045889
FBgn0037798,lncRNA:CR44473,FBab0045889
FBgn0053378,CG5196,FBab0045889
FBgn0038466,tRNA:His-GTG-1-4,FBab0045889
FBgn0264478,mfas,FBab0045889
FBgn0031022,mRpL32,FBab0045889
FBgn0000100,CG12490,FBab0045889
FBgn0031233,Vha100-1,FBab0023708
FBgn0035725,CG11658,FBab0023708
FBgn0053526,CG31125,FBab0023708
FBgn0028978,Grl62a,FBab0023708
FBgn0051337,ND-B17.2,FBab0023708
FBgn0039476,lncRNA:CR43685,FBab0023708
FBgn0260762,cav,FBab0023708
FBgn0028866,Atg17,FBab0023708
FBgn0263327,CG1275,FBab0023708
FBgn0026666,Zmynd10,FBab0023708
FBgn0028379,Traf4,FBab0023708
FBgn0265755,lncRNA:CR45082,FBab0023708
FBgn0032286,Orcokinin,FBab0023708
FBgn0051195,asRNA:CR45015,FBab0023708
FBgn0267631,Wnt6,FBab0023708
FBgn0031548,asRNA:CR46018,FBab0023708
FBgn0265202,rho-4,FBab0023708
FBgn0030246,tRNA:Ile-AAT-2-1Psi,FBab0023708
FBgn0262390,lncRNA:CR45266,FBab0023708
FBgn0003274,JMJD4,FBab0023708
FBgn0036437,CG18787,FBab0023708
FBgn0267237,Tsp42Ek,FBab0023708
FBgn0010197,ItgaPS5,FBab0023708
FBgn0038106,Obp49a,FBab0023708
FBgn0011581,lncRNA:CR43899,FBab0023708
FBgn0051681,detr,FBab0023708
FBgn0052363,CG13720,FBab0023708
FBgn0035455,His3:CG33833,FBab0023708
FBgn0036592,CG14645,FBab0023708
FBgn0022936,CG9270,FBab0023708
FBgn0287603,janB,FBab0023708
FBgn0020909,CG17786,FBab0023708
FBgn0053237,CG2852,FBab0023708
FBgn0051374,lncRNA:CR45790,FBab0023708
FBgn0032910,CG34136,FBab0023708
FBgn0031307,CG6685,FBab0023708
FBgn0052040,tRNA:Phe-GAA-1-6,FBab0023708
FBgn0262855,spn-A,FBab0023708
FBgn0042206,Jwa,FBab0023708
FBgn0262142,CG11309,FBab0023708
FBgn0032297,CG14160,FBab0023708
FBgn0259168,CG13108,FBab0023708
FBgn0015558,lncRNA:CR44482,FBab0023708
FBgn0030749,porin,FBab0023708
FBgn0036738,CG43277,FBab0023708
FBgn0053140,CG14459,FBab0023708
FBgn0267994,CG42815,FBab0023708
FBgn0262532,CG12963,FBab0023708
FBgn0263470,lncRNA:CR44613,FBab0023708
FBgn0030266,iPLA2-VIA,FBab0023708
FBgn0033667,Ugt37C2,FBab0023708
FBgn0052557,Peritrophin-15a,FBab0023708
FBgn0038279,CG42705,FBab0023708
FBgn0037834,CG31288,FBab0023708
FBgn0267187,Frq1,FBab0023708
FBgn0050284,lncRNA:CR44740,FBab0023708
FBgn0051286,CkIalpha,FBab0023708
FBgn0042134,CG30184,FBab0023708
FBgn0051860,nuf,FBab0023708
FBgn0086049,Atg4a,FBab0023708
FBgn0031811,Oatp58Db,FBab0023708
FBgn0267267,ND-51L1,FBab0023708
FBgn0039273,CG9578,FBab0023708
FBgn0013279,Hus1-like,FBab0023708
FBgn0266149,Hap40,FBab0023708
FBgn0267779,fusl,FBab0023708
FBgn0262387,lncRNA:CR45355,FBab0023708
FBgn0033446,ste24b,FBab0023708
FBgn0262681,CG42655,FBab0023708
FBgn0262418,CG6891,FBab0023708
FBgn0039093,lectin-46Cb,FBab0023708
FBgn0034605,lncRNA:CR45954,FBab0023708
FBgn0032632,Balat,FBab0023708
FBgn0036184,GlyT,FBab0023708
FBgn0033264,CG9106,FBab0023708
FBgn0265068,eys,FBab0023708
FBgn0039213,CG42784,FBab0023708
FBgn0260855,CG18542,FBab0023708
FBgn0263981,lncRNA:CR44282,FBab0023708
FBgn0032039,Rbp4,FBab0023708
FBgn0050241,CG33306,FBab0023708
FBgn0034217,lncRNA:CR45509,FBab0023708
FBgn0040056,Prosbeta5R1,FBab0023708
FBgn0283461,CG14380,FBab0023708
FBgn0051560,asRNA:CR45890,FBab0023708
FBgn0025638,CG42324,FBab0023708
FBgn0027610,Rpt3R,FBab0023708
FBgn0032478,CG9863,FBab0023708
FBgn0034072,lncRNA:CR45267,FBab0023708
FBgn0037958,Lcp65Ae,FBab0023708
FBgn0025678,CG32720,FBab0023708
FBgn0052283,lncRNA:CR44515,FBab0023708
FBgn0004839,lncRNA:CR45178,FBab0023708
FBgn0033490,14-3-3epsilon,FBab0023708
FBgn0039319,XRCC1,FBab0023708
FBgn0260744,lncRNA:CR46147,FBab0023708
FBgn0013718,asRNA:CR46264,FBab0023708
FBgn0032187,asRNA:CR45831,FBab0023708
FBgn0261675,CG32344,FBab0023708
FBgn0264494,Eig71Eh,FBab0023708
FBgn0262991,CG13989,FBab0023708
FBgn0053414,dec,FBab0023708
FBgn0044046,lncRNA:CR44414,FBab0023708
FBgn0264716,COX5A,FBab0023708
FBgn0052383,CR46417,FBab0023708
FBgn0038128,lncRNA:CR44700,FBab0023708
FBgn0052493,sqa,FBab0023708
FBgn0263980,CG14742,FBab0023708
FBgn0265045,CG18428,FBab0023708
FBgn0265673,Not1,FBab0023708
FBgn0035689,Idgf6,FBab0023708
FBgn0260871,CG33110,FBab0023708
FBgn0011928,yellow-d2,FBab0023708
FBgn0267087,Su(fu),FBab0023708
FBgn0031119,eRF1,FBab0023708
FBgn0038142,upd2,FBab0023708
FBgn0050354,CG43938,FBab0023708
FBgn0264325,Snx27,FBab0023708
FBgn0264379,CG32532,FBab0023708
FBgn0040608,CG33796,FBab0023708
FBgn0051167,cta,FBab0023708
FBgn0260474,THADA,FBab0023708
FBgn0265874,lncRNA:CR44269,FBab0023708
FBgn0034255,Otud6,FBab0002280
FBgn0267710,CG8750,FBab0002280
FBgn0034588,Taf12L,FBab0002280
FBgn0024250,lncRNA:CR44311,FBab0002280
FBgn0032129,CG30413,FBab0002280
FBgn0038051,CG31909,FBab0002280
FBgn0053857,tut,FBab0002280
FBgn0038551,lncRNA:CR43874,FBab0002280
FBgn0035249,gnu,FBab0002280
FBgn0038002,CG14641,FBab0002280
FBgn0261627,CG8152,FBab0002280
FBgn0265828,kel,FBab0002280
FBgn0050046,Arc2,FBab0002280
FBgn0013810,CG42329,FBab0002280
FBgn0051098,Gbp1,FBab0002280
FBgn0000247,snoRNA:CD2d,FBab0002280
FBgn0039648,vrs,FBab0002280
FBgn0051777,CG43731,FBab0002280
FBgn0030777,lncRNA:CR32385,FBab0002280
FBgn0263088,Cpr97Ea,FBab0002280
FBgn0028691,asRNA:CR46038,FBab0002280
FBgn0033481,Fhos,FBab0002280
FBgn0032804,lncRNA:CR43766,FBab0002280
FBgn0035853,CG13984,FBab0002280
FBgn0051390,lncRNA:CR43148,FBab0002280
FBgn0035471,Iswi,FBab0002280
FBgn0265073,CG31730,FBab0002280
FBgn0032923,CG15767,FBab0002280
FBgn0259239,mip130,FBab0002280
FBgn0030539,CG10486,FBab0002280
FBgn0065053,CG15865,FBab0002280
FBgn0011692,Hgsnat,FBab0002280
FBgn0083047,lncRNA:CR45401,FBab0002280
FBgn0032181,lncRNA:CR46247,FBab0002280
FBgn0034537,amos,FBab0002280
FBgn0267021,CG43255,FBab0002280
FBgn0283554,Mulk,FBab0002280
FBgn0028945,ND-19,FBab0002280
FBgn0035550,Obp56c,FBab0002280
FBgn0031240,DCTN1-p150,FBab0002280
FBgn0035176,asRNA:CR43426,FBab0002280
FBgn0034879,His1:CG33822,FBab0002280
FBgn0261061,lncRNA:CR44226,FBab0002280
FBgn0083057,CG14984,FBab0035850
FBgn0265580,CG40298,FBab0035850
FBgn0267823,CG3650,FBab0035850
FBgn0262282,AP-2alpha,FBab0035850
FBgn0015218,tomb,FBab0035850
FBgn0036386,sncRNA:430q,FBab0035850
FBgn0010235,Pgant8,FBab0035850
FBgn0034742,Pcd,FBab0035850
FBgn0050340,Ar7,FBab0035850
FBgn0040077,lncRNA:CR44802,FBab0035850
FBgn0259831,CG9776,FBab0035850
FBgn0266086,EMC2B,FBab0035850
FBgn0015400,CG13877,FBab0035850
FBgn0038926,Eno,FBab0035850
FBgn0264560,CG43998,FBab0035850
FBgn0264383,5SrRNA:CR33445,FBab0035850
FBgn0036327,lncRNA:CR43250,FBab0035850
FBgn0003330,CG14418,FBab0035850
FBgn0035413,CngB,FBab0035850
FBgn0263541,CG43449,FBab0035850
FBgn0263399,kek5,FBab0035850
FBgn0011723,tRNA:Ser-AGA-1-1,FBab0035850
FBgn0032681,Acsx3,FBab0035850
FBgn0266708,asRNA:CR44045,FBab0035850
FBgn0035702,ms(2)35Ci,FBab0035850
FBgn0024293,CG43667,FBab0035850
FBgn0262583,Hrd3,FBab0035850
FBgn0020251,wuc,FBab0035850
FBgn0263144,Stt3B,FBab0035850
FBgn0259101,Arp1,FBab0035850
FBgn0031401,Aprt,FBab0035850
FBgn0286027,aos,FBab0035850
FBgn0053421,CG10747,FBab0035850
FBgn0267589,lncRNA:CR45505,FBab0035850
FBgn0264486,snoRNA:Psi18S-996,FBab0035850
FBgn0053856,CG4066,FBab0035850
FBgn0037176,CG15861,FBab0035850
FBgn0263250,CG9555,FBab0035850
FBgn0032485,MICU3,FBab0035850
FBgn0040261,CG31388,FBab0035850
FBgn0001139,betaNACtes5,FBab0035850
FBgn0053057,Vhl,FBab0035850
FBgn0037964,mir-4,FBab0035850
FBgn0046296,CG34328,FBab0035850
FBgn0032753,ND-PDSW,FBab0035850
FBgn0033485,LysP,FBab0035850
FBgn0263630,CG43935,FBab0035850
FBgn0004622,brn,FBab0035850
FBgn0265859,CG13306,FBab0035850
FBgn0288888,fu,FBab0035850
FBgn0035588,pico,FBab0035850
FBgn0031058,CG13039,FBab0035850
FBgn0040823,primo-1,FBab0035850
FBgn0265872,CG31948,FBab0035850
FBgn0004185,lncRNA:CR46245,FBab0035850
FBgn0040817,CG33777,FBab0035850
FBgn0032690,Grip71,FBab0035850
FBgn0259972,lncRNA:CR43887,FBab0035850
FBgn0036687,CG12942,FBab0035850
FBgn0035211,Mmp1,FBab0035850
FBgn0039827,lncRNA:CR44469,FBab0035850
FBgn0036150,CG14717,FBab0035850
FBgn0035921,CG43089,FBab0035850
FBgn0040308,CG32199,FBab0035850
FBgn0062517,mir-9376,FBab0035850
FBgn0029969,lncRNA:CR43300,FBab0035850
FBgn0030183,achi,FBab0035850
FBgn0035957,CG7407,FBab0035850
FBgn0050181,mir-983-2,FBab0035850
FBgn0266838,CG4461,FBab0035850
FBgn0039670,pdm3,FBab0035850
FBgn0288447,mip40,FBab0035850
FBgn0261700,CG17652,FBab0035850
FBgn0265153,Coq6,FBab0035850
FBgn0003218,CG16985,FBab0035850
FBgn0261573,CG15554,FBab0035850
FBgn0001280,EndoB,FBab0035850
FBgn0030566,CG5946,FBab0035850
FBgn0010329,lncRNA:CR44360,FBab0035850
FBgn0039157,CG4872,FBab0035850
FBgn0264855,Khkl1,FBab0035850
FBgn0023216,ens,FBab0035850
FBgn0023096,CG13721,FBab0035850
FBgn0015282,eIF3d1,FBab0035850
FBgn0264997,snRNA:U5:34A,FBab0035850
FBgn0034853,asRNA:CR44894,FBab0035850
FBgn0082932,CG17724,FBab0035850
FBgn0052783,mir-125,FBab0035850
FBgn0263378,Mrp4,FBab0035850
FBgn0035003,His2A:CG33823,FBab0035850
FBgn0038190,Syt4,FBab0035850
FBgn0265341,CG34263,FBab0035850
FBgn0085199,asRNA:CR44512,FBab0035850
FBgn0044811,dokb,FBab0035850
FBgn0033760,PolA2,FBab0035850
FBgn0265944,Cdc14,FBab0035850
FBgn0263768,Cnx99A,FBab0035850
FBgn0000520,Torsin,FBab0035850
FBgn0032744,CG11248,FBab0035850
FBgn0003638,Or1a,FBab0035850
FBgn0264739,CG43330,FBab0035850
FBgn0036415,lncRNA:CR44288,FBab0035850
FBgn0045064,128up,FBab0035850
FBgn0264552,Eig71Ef,FBab0035850
FBgn0033712,lncRNA:CR44602,FBab0035850
FBgn0032680,lncRNA:CR45587,FBab0035850
FBgn0040658,lncRNA:CR45138,FBab0035850
FBgn0000358,lncRNA:CR45675,FBab0035850
FBgn0004430,lncRNA:CR45340,FBab0035850
FBgn0263842,CG7083,FBab0035850
FBgn0260760,CG11099,FBab0035850
FBgn0265467,Gr36c,FBab0035850
FBgn0003313,asRNA:CR45213,FBab0035850
FBgn0262307,mir-285,FBab0035850
FBgn0034484,tHMG1,FBab0035850
FBgn0036072,CG1324,FBab0035850
FBgn0034900,Mur29B,FBab0035850
FBgn0262891,bonsai,FBab0035850
FBgn0261057,CG18518,FBab0035850
FBgn0085195,asRNA:CR45620,FBab0035850
FBgn0285911,scaRNA:MeU1:95C-A24,FBab0035850
FBgn0038773,Kdm5,FBab0035850
FBgn0053630,CG31091,FBab0035850
FBgn0015602,CG5114,FBab0035850
FBgn0033648,Noc3,FBab0035850
FBgn0052266,Cyp4ac1,FBab0035850
FBgn0034723,lncRNA:CR45382,FBab0035850
FBgn0033277,CG42305,FBab0035850
FBgn0052304,Dhc62B,FBab0035850
FBgn0051145,CG8519,FBab0035850
FBgn0051278,p38c,FBab0035850
FBgn0265525,PCID2,FBab0035850
FBgn0053372,CG44005,FBab0035850
FBgn0263335,He,FBab0035850
FBgn0034570,CG10845,FBab0035850
FBgn0265897,dmGlut,FBab0035850
FBgn0038576,Tsen54,FBab0035850
FBgn0037153,CG17721,FBab0035850
FBgn0286032,asRNA:CR45867,FBab0035850
FBgn0031157,CG32237,FBab0035850
FBgn0035005,lncRNA:CR44925,FBab0035850
FBgn0030668,Saf6,FBab0035850
FBgn0262728,CG43996,FBab0035850
FBgn0041225,scaRNA:MeU5-G38,FBab0035850
FBgn0041582,mir-275,FBab0035850
FBgn0266791,Fbp1,FBab0035850
FBgn0038977,CG10470,FBab0035850
FBgn0029629,CG7139,FBab0035850
FBgn0262018,CG33666,FBab0035850
FBgn0265799,CG13699,FBab0035850
FBgn0063485,lncRNA:CR45568,FBab0035850
FBgn0037169,tRNA:Arg-ACG-1-2,FBab0035850
FBgn0259198,CG42486,FBab0035850
FBgn0262187,CG13482,FBab0035850
FBgn0263589,SiaT,FBab0035850
FBgn0004867,Jhbp6,FBab0035850
FBgn0032524,Lamp1,FBab0035850
FBgn0038416,beta4GalNAcTA,FBab0035850
FBgn0037546,Cpr65Av,FBab0035850
FBgn0037167,CG8321,FBab0035850
FBgn0001235,side-II,FBab0035850
FBgn0040298,mthl6,FBab0035850
FBgn0264906,CG11226,FBab0035850
FBgn0034662,Asx,FBab0035850
FBgn0037073,CR42875,FBab0043178
FBgn0003482,PDCD-5,FBab0043178
FBgn0036785,Cyt-b5-r,FBab0043178
FBgn0032216,CG33664,FBab0043178
FBgn0085341,BomBc2,FBab0043178
FBgn0031782,pn,FBab0043178
FBgn0030417,CG4194,FBab0043178
FBgn0052748,ndl,FBab0043178
FBgn0040020,mir-976,FBab0043178
FBgn0020415,CG31068,FBab0043178
FBgn0040375,GstO3,FBab0043178
FBgn0034715,lncRNA:CR43862,FBab0043178
FBgn0086779,CG12828,FBab0043178
FBgn0260719,sti,FBab0043178
FBgn0039500,Obp47a,FBab0043178
FBgn0052328,His1:CG33804,FBab0043178
FBgn0051528,CG1582,FBab0043178
FBgn0028686,Cep97,FBab0043178
FBgn0050333,ATPsynB,FBab0043178
FBgn0037203,lncRNA:CR44865,FBab0043178
FBgn0039188,CG9525,FBab0043178
FBgn0086472,CG33454,FBab0043178
FBgn0267538,CG13775,FBab0043178
FBgn0029974,Mccc2,FBab0043178
FBgn0058354,Ugt37A3,FBab0043178
FBgn0266806,shot,FBab0045095
FBgn0038100,tacc,FBab0045095
FBgn0038099,CG17196,FBab0045095
FBgn0039303,CG4653,FBab0045095
FBgn0287184,kek2,FBab0045095
FBgn0265593,asRNA:CR43474,FBab0045095
FBgn0036567,FoxP,FBab0045095
FBgn0033679,lncRNA:CR45580,FBab0045095
FBgn0259152,Tpr2,FBab0045095
FBgn0033467,Ciz1,FBab0045095
FBgn0040651,Uggt,FBab0045095
FBgn0030586,CG43091,FBab0045095
FBgn0265706,CG42322,FBab0045095
FBgn0262126,CG6324,FBab0045095
FBgn0040477,Ca-Ma2d,FBab0045095
FBgn0034784,BBS9,FBab0045095
FBgn0031333,GstE6,FBab0045095
FBgn0036784,sax,FBab0045095
FBgn0051282,Xe7,FBab0045095
FBgn0086661,Vha16-5,FBab0045095
FBgn0034329,CAH15,FBab0045095
FBgn0053385,spag4,FBab0045095
FBgn0038296,Rtnl1,FBab0045095
FBgn0261635,CG7841,FBab0045095
FBgn0283531,scaRNA:MeU2-G25,FBab0045095
FBgn0002936,CG7382,FBab0045095
FBgn0001085,CTCF,FBab0045095
FBgn0035669,ETH,FBab0045095
FBgn0262482,asRNA:CR44134,FBab0045095
FBgn0053853,CG4763,FBab0045095
FBgn0050085,CR32733,FBab0045095
FBgn0042146,mir-4977,FBab0045095
FBgn0038727,lncRNA:CR44285,FBab0045095
FBgn0263414,bug,FBab0045203
FBgn0051800,hlk,FBab0045203
FBgn0053339,RnpS1,FBab0045203
FBgn0262836,dpr20,FBab0045203
FBgn0031940,CG18063,FBab0045203
FBgn0287788,CG7016,FBab0045203
FBgn0063385,CG1138,FBab0045203
FBgn0039223,lncRNA:CR46451,FBab0045203
FBgn0264303,CG9915,FBab0045203
FBgn0035479,CG45307,FBab0045203
FBgn0036590,Spn88Eb,FBab0045203
FBgn0286041,CG42764,FBab0045203
FBgn0036483,Eb1,FBab0045203
FBgn0035423,CG13474,FBab0045203
FBgn0003933,CG2889,FBab0045203
FBgn0267966,His2A:CG33856,FBab0045203
FBgn0266207,Tfb4,FBab0045203
FBgn0029811,CG6574,FBab0045203
FBgn0034684,mir-317,FBab0045203
FBgn0014454,CG6168,FBab0045203
FBgn0034737,Rac2,FBab0045203
FBgn0039315,CG11755,FBab0045458
FBgn0052580,CG34133,FBab0045458
FBgn0266820,lncRNA:CR44471,FBab0045458
FBgn0263770,NiPp1,FBab0045458
FBgn0083053,CG34229,FBab0045458
FBgn0016013,Tpc2,FBab0045458
FBgn0053284,MED24,FBab0045458
FBgn0262992,CG15459,FBab0045458
FBgn0052203,Amph,FBab0045458
FBgn0266019,CG13594,FBab0045458
FBgn0262363,klg,FBab0045458
FBgn0063368,CG8006,FBab0045458
FBgn0261850,Exo84,FBab0045458
FBgn0037703,CG13369,FBab0045458
FBgn0033651,CG6659,FBab0045458
FBgn0029831,CG15465,FBab0045458
FBgn0032969,His3:CG33860,FBab0045458
FBgn0038303,CG33468,FBab0045458
FBgn0260026,CG5639,FBab0045458
FBgn0267139,CG30196,FBab0045458
FBgn0265176,CG32106,FBab0045458
FBgn0262813,lncRNA:CR45569,FBab0045458
FBgn0264841,CG45065,FBab0045458
FBgn0035969,Nepl16,FBab0045458
FBgn0263343,CG15435,FBab0045458
FBgn0030559,5PtaseI,FBab0045458
FBgn0015000,Ste:CG33243,FBab0045458
FBgn0037074,Sfp24Bb,FBab0045458
FBgn0039453,CG13894,FBab0045458
FBgn0046876,D19A,FBab0045458
FBgn0034050,CG13560,FBab0045458
FBgn0037680,CG4678,FBab0045458
FBgn0034999,CG10462,FBab0045458
FBgn0039820,CG15814,FBab0045739
FBgn0262717,CG32240,FBab0045739
FBgn0267378,mael,FBab0045739
FBgn0037614,HDAC11,FBab0045739
FBgn0037874,Patj,FBab0045739
FBgn0261641,Reg-2,FBab0045739
FBgn0011737,snoRNA:hts-a,FBab0045739
FBgn0267477,Cul6,FBab0045739
FBgn0037433,yl,FBab0045739
FBgn0036038,mir-4957,FBab0045739
FBgn0266142,CG15155,FBab0045739
FBgn0040395,ppk27,FBab0045739
FBgn0031861,CG13226,FBab0045739
FBgn0030394,CG14115,FBab0045739
FBgn0267138,lncRNA:CR46226,FBab0045739
FBgn0039187,Bdp1,FBab0045739
FBgn0262442,Sox14,FBab0045739
FBgn0001104,CG32263,FBab0045739
FBgn0031295,dlt,FBab0045739
FBgn0266225,Chd64,FBab0045739
FBgn0035374,CG2694,FBab0045739
FBgn0030757,flw,FBab0045739
FBgn0034126,prc,FBab0045739
FBgn0261924,snoRNA:Tudor-SN-a,FBab0045739
FBgn0033145,Myo95E,FBab0045739
FBgn0030623,AnxB11,FBab0045739
FBgn0031997,vnc,FBab0045739
FBgn0003742,CG9577,FBab0045739
FBgn0033033,Gnpat,FBab0045739
FBgn0051206,5SrRNA:CR33440,FBab0045739
FBgn0027525,Ir75a,FBab0045739
FBgn0029807,Or33c,FBab0045739
FBgn0032346,CG42633,FBab0045739
FBgn0042094,Gyg,FBab0045739
FBgn0061469,5SrRNA:CR33380,FBab0045739
FBgn0004175,CG11151,FBab0045739
FBgn0051862,CG11322,FBab0045739
FBgn0027546,Obp58d,FBab0045739
FBgn0265815,lncRNA:CR44149,FBab0045739
FBgn0003034,His-Psi:CR33811,FBab0045739
FBgn0054025,azot,FBab0045739
FBgn0064116,CG4009,FBab0045739
FBgn0031562,CG4553,FBab0045739
FBgn0031044,EMC8-9,FBab0045739
FBgn0264297,CG13148,FBab0045739
FBgn0039184,lncRNA:CR44799,FBab0045927
FBgn0051163,CG5382,FBab0045927
FBgn0036490,Pask,FBab0045927
FBgn0030492,tRNA:Cys-GCA-4-1,FBab0045927
FBgn0054012,ZnT63C,FBab0045927
FBgn0005390,Echs1,FBab0045927
FBgn0053387,CG2065,FBab0045927
FBgn0287630,CG8490,FBab0045927
FBgn0037188,Hmt4-20,FBab0045927
FBgn0039010,acj6,FBab0045927
FBgn0030678,CG5078,FBab0045927
FBgn0266203,sncRNA:430d,FBab0045927
FBgn0039286,bic,FBab0045927
FBgn0266854,Ada2a,FBab0045927
FBgn0033093,CG33003,FBab0045927
FBgn0286873,Eig71Ek,FBab0045927
FBgn0031008,CG7912,FBab0045927
FBgn0034288,E(bx),FBab0045927
FBgn0053535,His1:CG33810,FBab0045927
FBgn0036031,CG2701,FBab0045927
FBgn0263777,PIG-Q,FBab0045927
FBgn0035165,5SrRNA:CR33397,FBab0045927
FBgn0032230,CG18130,FBab0045927
FBgn0034707,lncRNA:CR45304,FBab0045927
FBgn0034520,jbug,FBab0045927
FBgn0284419,CG15740,FBab0045927
FBgn0030930,CG17660,FBab0045927
FBgn0053002,CG17195,FBab0045927
FBgn0262579,CG12861,FBab0045927
FBgn0267622,Atf-2,FBab0045927
FBgn0032668,Naglu,FBab0045927
FBgn0031941,CG30458,FBab0045927
FBgn0036757,tst,FBab0045927
FBgn0265743,lncRNA:CR44448,FBab0045927
FBgn0035256,CG13607,FBab0045927
FBgn0026756,Slc45-1,FBab0045927
FBgn0031545,CG4702,FBab0045927
FBgn0033303,brk,FBab0045927
FBgn0032635,Ir52b,FBab0045927
FBgn0036752,Pitslre,FBab0045927
FBgn0051642,Swt1,FBab0045927
FBgn0259200,CG5592,FBab0046622
FBgn0039761,Vps50,FBab0046622
FBgn0026427,Obp83cd,FBab0046622
FBgn0004192,tsh,FBab0046622
FBgn0050326,Sfp24C1,FBab0046622
FBgn0265510,CG14961,FBab0046622
FBgn0085277,asRNA:CR45701,FBab0046622
FBgn0052344,grk,FBab0046622
FBgn0283479,CG4586,FBab0046622
FBgn0036217,CG43815,FBab0046622
FBgn0038431,snoRNA:Psi28S-3342,FBab0046622
FBgn0030506,lncRNA:CR46114,FBab0046622
FBgn0030881,Mal-A7,FBab0046622
FBgn0041245,Lcp65Af,FBab0046622
FBgn0033580,CG46395,FBab0046622
FBgn0063392,Setx,FBab0046622
FBgn0039240,CG7668,FBab0046622
FBgn0052945,lncRNA:CR45618,FBab0046622
FBgn0050274,CG10171,FBab0046622
FBgn0032360,CG2680,FBab0046622
FBgn0283657,lncRNA:CR44413,FBab0046622
FBgn0034724,CG4483,FBab0038210
FBgn0052073,CG16826,FBab0038210
FBgn0262786,Ahcy,FBab0038210
FBgn0261439,5SrRNA:CR33384,FBab0038210
FBgn0033265,CG31380,FBab0038210
FBgn0034567,Nfs1,FBab0038210
FBgn0033519,CG15212,FBab0038210
FBgn0085220,CG33012,FBab0038210
FBgn0040799,Tsp42Ee,FBab0038210
FBgn0011949,Mdh2c,FBab0038210
FBgn0261997,CG13309,FBab0038210
FBgn0037997,lncRNA:CR44991,FBab0038210
FBgn0016687,tRNA:Ser-GCT-2-1,FBab0038210
FBgn0011826,kon,FBab0038210
FBgn0053539,CG10064,FBab0038210
FBgn0265948,CR46272,FBab0038210
FBgn0267219,ADD1,FBab0038210
FBgn0262446,vnd,FBab0038210
FBgn0035265,CG6733,FBab0038210
FBgn0030944,snoRNA:CD26a,FBab0038210
FBgn0017581,CG5890,FBab0038210
FBgn0085244,CG14907,FBab0038210
FBgn0040699,tRNA:iMet-CAT-2-1,FBab0038210
FBgn0085287,CG12902,FBab0038210
FBgn0034910,CG14947,FBab0038210
FBgn0263207,Ms,FBab0038210
FBgn0015577,CG34195,FBab0038210
FBgn0031885,lncRNA:CR45607,FBab0038210
