"","FBgn","Symbol","CG","ensembl","Moderate","Strong","Repress","Lethal","Enhancer","No.Effect"
"FBgn0260223","FBgn0260223","CG42497","CG42497","8674071",0,0,0,0,0,1
"FBgn0250906","FBgn0250906","Pgk","CG3127","33461",1,1,1,0,0,1
"FBgn0053645","FBgn0053645","CG33645","CG33645","3771913",0,0,0,0,0,1
"FBgn0284083","FBgn0284083","CG46305","CG46305","30522394",0,0,0,0,0,1
"FBgn0262435","FBgn0262435","mir-1009","CR42994","12797862",0,0,0,0,0,1
"FBgn0262170","FBgn0262170","CG42878","CG42878","12798348",0,0,0,0,0,1
"FBgn0039304","FBgn0039304","CG10425","CG10425","43043",0,1,1,0,0,1
"FBgn0263708","FBgn0263708","lncRNA:CR43660","CR43660","14462599",0,0,0,0,0,1
"FBgn0265945","FBgn0265945","lncRNA:CR44732","CR44732","19835519",0,0,0,0,0,1
"FBgn0053144","FBgn0053144","CG33144","CG33144","36131",0,0,0,0,0,1
"FBgn0025809","FBgn0025809","Paf-AHalpha","CG8962","32529",0,1,1,0,0,1
"FBgn0053435","FBgn0053435","5SrRNA:CR33435","CR33435","3772543",0,0,0,0,0,1
"FBgn0053384","FBgn0053384","5SrRNA:CR33384","CR33384","3772478",0,0,0,0,0,1
"FBgn0035111","FBgn0035111","Dis3l2","CG16940","38034",0,1,1,0,0,1
"FBgn0035989","FBgn0035989","Tat","CG3967","39086",0,0,0,0,0,1
"FBgn0267120","FBgn0267120","lncRNA:CR45560","CR45560","19835226",0,0,0,0,0,1
"FBgn0033830","FBgn0033830","CG10814","CG10814","36481",0,0,0,0,0,1
"FBgn0051804","FBgn0051804","CG31804","CG31804","318951",0,0,0,0,0,1
"FBgn0051949","FBgn0051949","CG31949","CG31949","319042",0,0,0,0,0,1
"FBgn0010531","FBgn0010531","Ccs","CG17753","46035",0,1,1,0,0,1
"FBgn0260755","FBgn0260755","CG42553","CG42553","38094",0,1,1,0,0,1
"FBgn0267064","FBgn0267064","lncRNA:CR45508","CR45508","19835815",1,0,1,0,0,1
"FBgn0037777","FBgn0037777","CG11722","CG11722","41227",0,1,1,0,1,1
"FBgn0266088","FBgn0266088","lncRNA:CR44830","CR44830","19835696",0,0,0,0,0,1
"FBgn0033793","FBgn0033793","CG3955","CG3955","36438",0,0,0,0,0,1
"FBgn0030764","FBgn0030764","CG9777","CG9777","32633",1,0,1,0,0,1
"FBgn0086073","FBgn0086073","snoRNA:Me18S-A1494","CR34702","5740387",0,0,0,0,1,1
"FBgn0004911","FBgn0004911","asRNA:Eig63F-2","CR32265","4379905",0,0,0,0,1,1
"FBgn0264875","FBgn0264875","lncRNA:CR44066","CR44066","14462667",1,0,1,0,0,1
"FBgn0011227","FBgn0011227","ox","CG8764","45401",1,0,1,0,0,1
"FBgn0037396","FBgn0037396","CG11459","CG11459","40741",0,0,0,0,1,1
"FBgn0264299","FBgn0264299","CG43777","CG43777","14462631",0,0,0,0,0,1
"FBgn0033047","FBgn0033047","CG7882","CG7882","35520",0,0,0,0,0,1
"FBgn0030674","FBgn0030674","HUWE1","CG8184","32510",0,1,1,0,0,1
"FBgn0035397","FBgn0035397","PAN3","CG11486","38369",0,0,0,0,0,1
"FBgn0038344","FBgn0038344","obe","CG5205","41891",0,0,0,0,0,1
"FBgn0027108","FBgn0027108","Inx2","CG4590","31646",0,1,1,0,0,1
"FBgn0051810","FBgn0051810","CG31810","CG31810","318955",0,0,0,0,0,1
"FBgn0015521","FBgn0015521","RpS21","CG2986","33487",0,1,1,0,0,1
"FBgn0033717","FBgn0033717","CG8839","CG8839","36340",0,0,0,0,1,1
"FBgn0265907","FBgn0265907","lncRNA:CR44696","CR44696","19834875",0,1,1,0,0,1
"FBgn0029874","FBgn0029874","CG3342","CG3342","31586",0,0,0,0,1,1
"FBgn0028980","FBgn0028980","tant","CG6586","44785",0,0,0,0,0,1
"FBgn0267297","FBgn0267297","lncRNA:CR45733","CR45733","19835027",0,0,0,0,1,1
"FBgn0053769","FBgn0053769","CG33769","CG33769","3772499",0,0,0,0,0,1
"FBgn0270926","FBgn0270926","AsnS","CG33486","2768965",0,0,0,0,1,1
"FBgn0030259","FBgn0030259","CG1545","CG1545","32036",0,0,0,0,0,1
"FBgn0034540","FBgn0034540","Lrt","CG11136","37342",0,0,0,0,0,1
"FBgn0035867","FBgn0035867","CG13671","CG13671","38932",0,0,0,0,1,1
"FBgn0033129","FBgn0033129","Tsp42Eh","CG12844","35617",1,0,1,0,0,1
"FBgn0086065","FBgn0086065","snoRNA:Me28S-G3113a","CR34694","5740381",0,1,1,0,0,1
"FBgn0260459","FBgn0260459","CG14106","CG14106","39506",0,0,0,0,0,1
"FBgn0033167","FBgn0033167","CG1701","CG1701","35661",1,0,1,0,0,1
"FBgn0266581","FBgn0266581","pit","CG6375","42595",0,0,0,0,0,1
"FBgn0039681","FBgn0039681","CG7582","CG7582","43492",0,0,0,0,0,1
"FBgn0035675","FBgn0035675","CG6610","CG6610","38693",0,0,0,0,0,1
"FBgn0265147","FBgn0265147","lncRNA:CR44216","CR44216","14462763",0,0,0,0,0,1
"FBgn0263404","FBgn0263404","CG43450","CG43450","12797889",0,0,0,0,0,1
"FBgn0264828","FBgn0264828","lncRNA:CR44036","CR44036","14462453",0,0,0,0,0,1
"FBgn0024371","FBgn0024371","E2f2","CG1071","35381",0,0,0,0,0,1
"FBgn0028421","FBgn0028421","Kap3","CG11759","32071",0,0,0,0,0,1
"FBgn0052487","FBgn0052487","CG32487","CG32487","38358",0,0,0,0,0,1
"FBgn0052250","FBgn0052250","PMP34","CG32250","38532",0,0,0,0,0,1
"FBgn0015245","FBgn0015245","Hsp60A","CG12101","32045",0,0,0,0,0,1
"FBgn0029711","FBgn0029711","Usf","CG17592","31384",0,0,0,0,1,1
"FBgn0029501","FBgn0029501","Crtp","CG13580","44276",0,0,0,0,0,1
"FBgn0263109","FBgn0263109","CG43366","CG43366","35519",0,0,0,0,0,1
"FBgn0086371","FBgn0086371","poly","CG9829","41641",0,1,1,0,1,1
"FBgn0039654","FBgn0039654","Brd8","CG14514","43460",0,0,0,0,0,1
"FBgn0004606","FBgn0004606","zfh1","CG1322","43650",0,0,0,0,0,1
"FBgn0036775","FBgn0036775","RpIIIC53","CG5147","40002",0,0,0,0,1,1
"FBgn0037042","FBgn0037042","CG12984","CG12984","40321",0,0,0,0,1,1
"FBgn0051268","FBgn0051268","CG31268","CG31268","318652",0,0,0,0,0,1
"FBgn0266587","FBgn0266587","lncRNA:CR45112","CR45112","19835453",0,0,0,0,0,1
"FBgn0085470","FBgn0085470","lmgB","CG34441","44128",0,0,0,0,0,1
"FBgn0034491","FBgn0034491","Hsl","CG11055","37289",0,0,0,0,0,1
"FBgn0035247","FBgn0035247","metl","CG13929","38197",0,0,0,0,0,1
"FBgn0030776","FBgn0030776","CG4653","CG4653","32650",1,0,1,0,0,1
"FBgn0085349","FBgn0085349","CR34320","CR34320","26067088",0,0,0,0,0,1
"FBgn0063386","FBgn0063386","snoRNA:Me18S-A28a","CR32902","3772696",0,0,0,0,0,1
"FBgn0262986","FBgn0262986","CG43294","CG43294","12798218",0,1,1,0,0,1
"FBgn0033134","FBgn0033134","Tsp42El","CG12840","35622",1,0,1,0,0,1
"FBgn0036031","FBgn0036031","CG6761","CG6761","39134",0,0,0,0,0,1
"FBgn0036354","FBgn0036354","Poc1","CG10191","39502",0,0,0,0,0,1
"FBgn0004552","FBgn0004552","Akh","CG1171","38495",0,0,0,0,0,1
"FBgn0023143","FBgn0023143","Uba1","CG1782","35998",0,0,0,0,0,1
"FBgn0265455","FBgn0265455","CG44355","CG44355","19835366",0,1,1,0,0,1
"FBgn0053442","FBgn0053442","5SrRNA:CR33442","CR33442","3771833",0,0,0,0,0,1
"FBgn0004387","FBgn0004387","Klp98A","CG5658","43310",0,0,0,0,0,1
"FBgn0263930","FBgn0263930","dally","CG4974","39013",0,1,1,0,0,1
"FBgn0050489","FBgn0050489","Cyp12d1-p","CG30489","246648",0,0,0,0,0,1
"FBgn0266183","FBgn0266183","lncRNA:CR44889","CR44889","19836216",0,0,0,0,0,1
"FBgn0033550","FBgn0033550","CG12341","CG12341","36137",0,0,0,0,0,1
"FBgn0037304","FBgn0037304","CG1113","CG1113","40629",0,0,0,0,0,1
"FBgn0028542","FBgn0028542","NimB4","CG33115","34814",0,1,1,0,0,1
"FBgn0264294","FBgn0264294","Cyt-b5","CG2140","35688",1,0,1,0,0,1
"FBgn0040092","FBgn0040092","lectin-46Cb","CG1652","53522",0,0,0,0,0,1
"FBgn0031792","FBgn0031792","CG13983","CG13983","33875",0,0,0,0,0,1
"FBgn0033141","FBgn0033141","CG12831","CG12831","35631",0,0,0,0,0,1
"FBgn0034636","FBgn0034636","twz","CG10440","37456",0,0,0,0,0,1
"FBgn0051159","FBgn0051159","mRRF2","CG31159","42670",0,0,0,0,0,1
"FBgn0036028","FBgn0036028","CG16717","CG16717","39129",0,0,0,0,0,1
"FBgn0083946","FBgn0083946","lobo","CG34110","4379864",0,1,1,0,0,1
"FBgn0034965","FBgn0034965","ppk29","CG13568","37844",0,0,0,0,0,1
"FBgn0037855","FBgn0037855","CG6621","CG6621","41319",0,0,0,0,1,1
"FBgn0050029","FBgn0050029","CR30029","CR30029","5740197",0,0,0,0,0,1
"FBgn0023511","FBgn0023511","Edem1","CG3810","31154",0,0,0,0,0,1
"FBgn0265257","FBgn0265257","CG44271","CG44271","19835868",0,0,0,0,0,1
"FBgn0035548","FBgn0035548","CG15023","CG15023","38550",0,0,0,0,0,1
"FBgn0034322","FBgn0034322","CG18536","CG18536","37093",0,0,0,0,0,1
"FBgn0000153","FBgn0000153","b","CG7811","34791",0,1,1,0,1,1
"FBgn0259717","FBgn0259717","CG42371","CG42371","7354476",1,0,1,0,0,1
"FBgn0267292","FBgn0267292","lncRNA:CR45728","CR45728","19836189",0,0,0,0,0,1
"FBgn0266981","FBgn0266981","lncRNA:CR45432","CR45432","19835320",0,0,0,0,0,1
"FBgn0004177","FBgn0004177","mts","CG7109","45959",0,0,0,0,0,1
"FBgn0267678","FBgn0267678","lncRNA:CR46014","CR46014","26067335",0,0,0,0,0,1
"FBgn0022984","FBgn0022984","qkr58E-3","CG3584","37559",0,0,0,0,1,1
"FBgn0050161","FBgn0050161","CG30161","CG30161","37945",0,0,0,0,0,1
"FBgn0027359","FBgn0027359","Tim8","CG1728","32081",0,0,0,0,0,1
"FBgn0053420","FBgn0053420","5SrRNA:CR33420","CR33420","3771748",0,0,0,0,0,1
"FBgn0011999","FBgn0011999","tRNA:Val-CAC-2-1","CR31512","3772391",0,0,0,0,0,1
"FBgn0053408","FBgn0053408","5SrRNA:CR33408","CR33408","3772255",0,0,0,0,0,1
"FBgn0029535","FBgn0029535","CG14635","CG14635","31032",0,1,1,0,0,1
"FBgn0038925","FBgn0038925","Cchl","CG6022","42590",0,0,0,0,0,1
"FBgn0266588","FBgn0266588","lncRNA:CR45113","CR45113","19835693",0,0,0,0,0,1
"FBgn0038448","FBgn0038448","CG12783","CG12783","42019",1,1,1,0,0,1
"FBgn0011604","FBgn0011604","Iswi","CG8625","36390",1,0,1,0,0,1
"FBgn0016762","FBgn0016762","angel","CG12273","37748",0,0,0,0,0,1
"FBgn0031157","FBgn0031157","CG1503","CG1503","33090",1,0,1,0,0,1
"FBgn0264303","FBgn0264303","CG43781","CG43781","14462836",0,0,0,0,0,1
"FBgn0029929","FBgn0029929","CG4593","CG4593","31649",0,1,1,0,0,1
"FBgn0267442","FBgn0267442","lncRNA:CR45792","CR45792","26067123",0,0,0,0,0,1
"FBgn0037943","FBgn0037943","CG14722","CG14722","41419",0,0,0,0,0,1
"FBgn0263332","FBgn0263332","asRNA:CR43413","CR43413","12798003",0,1,1,0,0,1
"FBgn0266161","FBgn0266161","lncRNA:CR44867","CR44867","19835974",0,0,0,0,0,1
"FBgn0014018","FBgn0014018","Rel","CG11992","41087",0,0,0,0,0,1
"FBgn0035150","FBgn0035150","Rev1","CG12189","38079",0,1,1,0,0,1
"FBgn0052119","FBgn0052119","CG32119","CG32119","317866",0,0,0,0,0,1
"FBgn0040765","FBgn0040765","luna","CG33473","2768719",0,0,0,0,0,1
"FBgn0050045","FBgn0050045","Cpr49Aa","CG30045","246413",0,0,0,0,1,1
"FBgn0061362","FBgn0061362","CG33785","CG33785","3772344",0,0,0,0,0,1
"FBgn0035124","FBgn0035124","ttm2","CG12313","38049",0,1,1,0,0,1
"FBgn0032109","FBgn0032109","CG17005","CG17005","34249",0,0,0,0,0,1
"FBgn0001297","FBgn0001297","kay","CG33956","3772082",0,0,0,0,0,1
"FBgn0051494","FBgn0051494","tRNA:Gly-TCC-1-1","CR31494","3771780",0,0,0,0,0,1
"FBgn0028931","FBgn0028931","CG16863","CG16863","34784",0,0,0,0,0,1
"FBgn0063496","FBgn0063496","GstE4","CG17525","37109",0,0,0,0,0,1
"FBgn0266645","FBgn0266645","asRNA:CR45152","CR45152","19834981",0,0,0,0,1,1
"FBgn0036368","FBgn0036368","CG10738","CG10738","39516",0,0,0,0,0,1
"FBgn0005619","FBgn0005619","Hdc","CG3454","36076",0,1,1,0,0,1
"FBgn0039319","FBgn0039319","CG13659","CG13659","43059",0,0,0,0,0,1
"FBgn0051156","FBgn0051156","CG31156","CG31156","42669",0,0,0,0,0,1
"FBgn0050269","FBgn0050269","CG30269","CG30269","37600",0,0,0,0,0,1
"FBgn0035455","FBgn0035455","CG10862","CG10862","38437",0,0,0,0,0,1
"FBgn0266521","FBgn0266521","stai","CG31641","33863",0,0,0,0,0,1
"FBgn0030620","FBgn0030620","CG5662","CG5662","32450",0,0,0,0,0,1
"FBgn0025702","FBgn0025702","Srpk79D","CG11489","40461",0,0,0,0,0,1
"FBgn0004926","FBgn0004926","eIF2beta","CG4153","39433",0,0,0,0,0,1
"FBgn0263585","FBgn0263585","CG43610","CG43610","12798580",0,0,0,0,0,1
"FBgn0250851","FBgn0250851","CG33981","CG33981","3885654",0,0,0,0,0,1
"FBgn0085384","FBgn0085384","CG34355","CG34355","42820",0,0,0,0,0,1
"FBgn0028507","FBgn0028507","CG3793","CG3793","34928",0,0,0,0,0,1
"FBgn0039302","FBgn0039302","Nup358","CG11856","43041",0,1,1,0,0,1
"FBgn0263630","FBgn0263630","mir-3641","CR43520","12798096",0,0,0,0,0,1
"FBgn0283651","FBgn0283651","CG46301","CG46301","34829",0,0,0,0,0,1
"FBgn0023388","FBgn0023388","Dap160","CG1099","35378",0,0,0,0,0,1
"FBgn0000022","FBgn0000022","ac","CG3796","30981",0,0,0,0,0,1
"FBgn0032603","FBgn0032603","CG17928","CG17928","35009",0,0,0,0,0,1
"FBgn0027608","FBgn0027608","CG2082","CG2082","40713",0,0,0,0,1,1
"FBgn0262297","FBgn0262297","mir-2496","CR43004","12798094",0,0,0,0,0,1
"FBgn0051627","FBgn0051627","CG31627","CG31627","318860",0,0,0,0,0,1
"FBgn0000330","FBgn0000330","cm","CG3035","31647",0,1,1,0,0,1
"FBgn0039718","FBgn0039718","CG15517","CG15517","43537",0,0,0,0,0,1
"FBgn0037753","FBgn0037753","CG12947","CG12947","41201",0,1,1,0,0,1
"FBgn0250732","FBgn0250732","gfzf","CG33546","40858",0,0,0,0,0,1
"FBgn0034937","FBgn0034937","fzr2","CG16783","37808",0,0,0,0,0,1
"FBgn0029817","FBgn0029817","CG15764","CG15764","31516",0,0,0,0,1,1
"FBgn0033570","FBgn0033570","ND-B14","CG7712","36159",0,0,0,0,0,1
"FBgn0035121","FBgn0035121","Tudor-SN","CG7008","38045",0,1,1,0,0,1
"FBgn0040291","FBgn0040291","Roc1b","CG16988","53445",0,0,0,0,0,1
"FBgn0035589","FBgn0035589","CHMP2B","CG4618","38599",0,1,1,0,0,1
"FBgn0053468","FBgn0053468","CG33468","CG33468","2768833",0,0,0,0,0,1
"FBgn0086079","FBgn0086079","snoRNA:Me28S-A774a","CR34708","5740171",0,0,0,0,0,1
"FBgn0041205","FBgn0041205","key","CG16910","37967",0,0,0,0,0,1
"FBgn0024836","FBgn0024836","stan","CG11895","36125",0,0,0,0,0,1
"FBgn0000370","FBgn0000370","crc","CG8669","47767",1,0,1,0,0,1
"FBgn0020258","FBgn0020258","ppk","CG3478","34843",0,0,0,0,0,1
"FBgn0284223","FBgn0284223","CG46307","CG46307","30522396",0,0,0,0,0,1
"FBgn0264490","FBgn0264490","Eip93F","CG18389","44936",0,0,0,0,0,1
"FBgn0036374","FBgn0036374","Spt20","CG17689","39522",0,0,0,0,0,1
"FBgn0040696","FBgn0040696","CG18675","CG18675","50169",0,0,0,0,0,1
"FBgn0262739","FBgn0262739","AGO1","CG6671","36544",0,0,0,0,0,1
"FBgn0030283","FBgn0030283","CG15198","CG15198","32065",0,0,0,0,0,1
"FBgn0260479","FBgn0260479","CG31904","CG31904","319016",0,1,1,0,0,1
"FBgn0086254","FBgn0086254","Akr1B","CG6084","39304",1,1,1,0,0,1
"FBgn0053374","FBgn0053374","5SrRNA:CR33374","CR33374","3772009",0,0,0,0,0,1
"FBgn0038437","FBgn0038437","Sdhaf3","CG14898","42004",0,1,1,0,1,1
"FBgn0265190","FBgn0265190","PIG-S","CG44255","42979",0,0,0,0,0,1
"FBgn0264539","FBgn0264539","lncRNA:CR43918","CR43918","14462583",0,0,0,0,0,1
"FBgn0264439","FBgn0264439","lncRNA:CR43857","CR43857","14462718",0,0,0,0,0,1
"FBgn0053272","FBgn0053272","CG33272","CG33272","2768958",1,0,1,0,0,1
"FBgn0261790","FBgn0261790","SmE","CG18591","34080",0,0,0,0,0,1
"FBgn0052437","FBgn0052437","CG32437","CG32437","40366",0,0,0,0,1,1
"FBgn0030314","FBgn0030314","CG11696","CG11696","32104",0,0,0,0,0,1
"FBgn0265178","FBgn0265178","CG44243","CG44243","36795",0,1,1,0,0,1
"FBgn0030786","FBgn0030786","mRpL22","CG4742","32662",1,0,1,0,0,1
"FBgn0040502","FBgn0040502","CG8343","CG8343","35544",0,0,0,0,0,1
"FBgn0035587","FBgn0035587","Gdap1","CG4623","38597",0,1,1,0,0,1
"FBgn0260027","FBgn0260027","CG42495","CG42495","8674004",0,0,0,0,0,1
"FBgn0260741","FBgn0260741","CG3281","CG3281","41445",0,0,0,0,0,1
"FBgn0259970","FBgn0259970","Sfp70A4","CG42480","8673995",0,0,0,0,0,1
"FBgn0003997","FBgn0003997","hid","CG5123","40009",0,0,0,0,0,1
"FBgn0264328","FBgn0264328","asRNA:CR43787","CR43787","14462633",0,0,0,0,0,1
"FBgn0035106","FBgn0035106","rno","CG7036","38027",0,1,1,0,0,1
"FBgn0286873","FBgn0286873","CG46395","CG46395","54520428",0,0,0,0,0,1
"FBgn0020414","FBgn0020414","Idgf3","CG4559","34981",0,0,0,0,0,1
"FBgn0259734","FBgn0259734","Nost","CG42388","8673992",0,0,0,0,0,1
"FBgn0032598","FBgn0032598","ChLD3","CG17905","35002",0,0,0,0,0,1
"FBgn0265467","FBgn0265467","lncRNA:CR44360","CR44360","19835506",0,0,0,0,0,1
"FBgn0265640","FBgn0265640","lncRNA:CR44447","CR44447","19835030",1,0,1,0,0,1
"FBgn0054057","FBgn0054057","CG34057","CG34057","3885645",0,1,1,0,0,1
"FBgn0267104","FBgn0267104","CG45544","CG45544","19834823",0,0,0,0,0,1
"FBgn0086024","FBgn0086024","snoRNA:Me28S-A2589b","CR34653","5740711",0,0,0,0,0,1
"FBgn0052034","FBgn0052034","tRNA:Thr-AGT-3-1Psi","CR32034","3772416",0,1,1,0,0,1
"FBgn0053358","FBgn0053358","5SrRNA:CR33358","CR33358","3772704",0,0,0,0,0,1
"FBgn0266868","FBgn0266868","lncRNA:CR45329","CR45329","19835964",0,0,0,0,0,1
"FBgn0039733","FBgn0039733","CG11504","CG11504","43557",0,0,0,0,0,1
"FBgn0031617","FBgn0031617","CG15635","CG15635","33665",1,0,1,0,0,1
"FBgn0263654","FBgn0263654","CG43645","CG43645","14462793",0,0,0,0,0,1
"FBgn0036821","FBgn0036821","CG3961","CG3961","40056",0,0,0,0,0,1
"FBgn0265886","FBgn0265886","lncRNA:CR44675","CR44675","19836077",0,0,0,0,0,1
"FBgn0267947","FBgn0267947","lncRNA:CR46227","CR46227","26067538",0,0,0,0,0,1
"FBgn0086532","FBgn0086532","Spt-I","CG4016","36448",0,0,0,0,0,1
"FBgn0264895","FBgn0264895","RapGAP1","CG44086","34032",0,1,1,0,1,1
"FBgn0260965","FBgn0260965","CG42588","CG42588","39457",0,0,0,0,0,1
"FBgn0051099","FBgn0051099","CG31099","CG31099","326117",0,0,0,0,0,1
"FBgn0052392","FBgn0052392","Rsph3","CG32392","38751",0,0,0,0,0,1
"FBgn0262216","FBgn0262216","mir-974","CR42923","12798176",0,0,0,0,0,1
"FBgn0039343","FBgn0039343","CG5111","CG5111","43085",0,0,0,0,0,1
"FBgn0052532","FBgn0052532","CG32532","CG32532","32943",0,0,0,0,0,1
"FBgn0267634","FBgn0267634","lncRNA:CR45972","CR45972","26067299",0,0,0,0,0,1
"FBgn0262872","FBgn0262872","milt","CG43227","45683",1,0,1,0,0,1
"FBgn0037857","FBgn0037857","Tengl4","CG4683","41321",0,0,0,0,1,1
"FBgn0032214","FBgn0032214","CG4968","CG4968","34384",0,0,0,0,0,1
"FBgn0002716","FBgn0002716","mei-W68","CG7753","2768853",0,0,0,0,0,1
"FBgn0039227","FBgn0039227","polybromo","CG11375","42954",0,0,0,0,0,1
"FBgn0004590","FBgn0004590","Eig71Ec","CG7608","39703",0,0,0,0,0,1
"FBgn0000079","FBgn0000079","Amy-p","CG18730","47764",0,0,0,0,0,1
"FBgn0032243","FBgn0032243","Klp31E","CG5300","34422",0,1,1,0,0,1
"FBgn0267566","FBgn0267566","lncRNA:CR45906","CR45906","26067234",0,0,0,0,0,1
"FBgn0085198","FBgn0085198","CG34169","CG34169","5740400",0,0,0,0,0,1
"FBgn0051032","FBgn0051032","CR31032","CR31032","5740822",0,0,0,0,0,1
"FBgn0263215","FBgn0263215","CR43385","CR43385","12797969",0,0,0,0,0,1
"FBgn0032613","FBgn0032613","Nepl9","CG13283","35020",0,0,0,0,0,1
"FBgn0051778","FBgn0051778","CG31778","CG31778","261616",1,0,1,0,0,1
"FBgn0053428","FBgn0053428","5SrRNA:CR33428","CR33428","3772398",0,0,0,0,0,1
"FBgn0086251","FBgn0086251","del","CG9252","35380",0,0,0,0,0,1
"FBgn0035947","FBgn0035947","Srp68","CG5064","39028",0,1,1,0,1,1
"FBgn0051036","FBgn0051036","CG31036","CG31036","43539",0,0,0,0,0,1
"FBgn0029727","FBgn0029727","CG6978","CG6978","31413",0,0,0,0,0,1
"FBgn0033145","FBgn0033145","CG12828","CG12828","5740660",0,0,0,0,0,1
"FBgn0265676","FBgn0265676","lncRNA:CR44483","CR44483","19835410",0,0,0,0,0,1
"FBgn0053270","FBgn0053270","CG33270","CG33270","2768982",1,0,1,0,0,1
"FBgn0033048","FBgn0033048","CG7881","CG7881","35521",0,0,0,0,0,1
"FBgn0026619","FBgn0026619","Taz","CG8766","36405",1,0,1,0,0,1
"FBgn0030593","FBgn0030593","CG9512","CG9512","32419",0,0,0,0,0,1
"FBgn0287725","FBgn0287725","sov","CG14438","31615",0,0,0,0,0,1
"FBgn0005777","FBgn0005777","PpD3","CG8402","49779",0,1,1,0,0,1
"FBgn0265609","FBgn0265609","asRNA:CR44427","CR44427","19835565",0,0,0,0,0,1
"FBgn0032119","FBgn0032119","CG3769","CG3769","34262",0,0,0,0,0,1
"FBgn0005631","FBgn0005631","robo1","CG13521","37603",0,0,0,0,0,1
"FBgn0038930","FBgn0038930","BomT3","CG5778","42598",0,0,0,0,0,1
"FBgn0029539","FBgn0029539","CG11663","CG11663","31036",0,1,1,0,0,1
"FBgn0001123","FBgn0001123","Galphas","CG2835","37805",0,0,0,0,0,1
"FBgn0032017","FBgn0032017","CG7810","CG7810","34139",0,0,0,0,0,1
"FBgn0037046","FBgn0037046","CG10581","CG10581","40326",0,0,0,0,1,1
"FBgn0031452","FBgn0031452","Cwc25","CG2843","33460",1,1,1,0,0,1
"FBgn0037283","FBgn0037283","CG14658","CG14658","40603",0,0,0,0,0,1
"FBgn0003187","FBgn0003187","qua","CG6433","35058",0,0,0,0,0,1
"FBgn0052278","FBgn0052278","CG32278","CG32278","38382",0,0,0,0,0,1
"FBgn0052846","FBgn0052846","CG32846","CG32846","318244",0,0,0,0,0,1
"FBgn0250839","FBgn0250839","CG2016","CG2016","40612",0,0,0,0,0,1
"FBgn0032010","FBgn0032010","CG8086","CG8086","34131",0,0,0,0,0,1
"FBgn0265098","FBgn0265098","lncRNA:CR44203","CR44203","14462563",1,0,1,0,0,1
"FBgn0083015","FBgn0083015","snoRNA:Psi18S-920","CR34641","5740838",1,1,1,0,0,1
"FBgn0266849","FBgn0266849","lncRNA:CR45310","CR45310","19834728",0,0,0,0,0,1
"FBgn0033454","FBgn0033454","CG1671","CG1671","36019",0,0,0,0,0,1
"FBgn0050284","FBgn0050284","CG30284","CG30284","246527",0,0,0,0,0,1
"FBgn0040285","FBgn0040285","Scamp","CG9195","32470",0,0,0,0,0,1
"FBgn0031474","FBgn0031474","CG2991","CG2991","33488",0,1,1,0,0,1
"FBgn0041242","FBgn0041242","Gr47a","CG12906","36094",0,0,0,0,0,1
"FBgn0004652","FBgn0004652","fru","CG14307","42226",0,0,0,0,0,1
"FBgn0085264","FBgn0085264","CG34235","CG34235","5740771",0,0,0,0,0,1
"FBgn0267587","FBgn0267587","asRNA:CR45925","CR45925","26067253",0,0,0,0,0,1
"FBgn0034776","FBgn0034776","CG13527","CG13527","37615",0,0,0,0,0,1
"FBgn0042179","FBgn0042179","Ugt305A1","CG18869","59217",0,0,0,0,0,1
"FBgn0262291","FBgn0262291","mir-956","CR42998","12798206",1,1,1,0,0,1
"FBgn0053643","FBgn0053643","CG33643","CG33643","3772011",0,0,0,0,0,1
"FBgn0023535","FBgn0023535","arg","CG18104","46717",0,0,0,0,0,1
"FBgn0039039","FBgn0039039","lmd","CG4677","42717",0,0,0,0,0,1
"FBgn0261547","FBgn0261547","Exn","CG42665","39900",1,0,1,0,0,1
"FBgn0039373","FBgn0039373","CG5024","CG5024","43117",0,0,0,0,0,1
"FBgn0052344","FBgn0052344","CG32344","CG32344","326208",0,1,1,0,0,1
"FBgn0288846","FBgn0288846","unc-45","CG2708","44910",0,0,0,0,0,1
"FBgn0266020","FBgn0266020","lncRNA:CR44785","CR44785","19835582",1,0,1,0,0,1
"FBgn0261705","FBgn0261705","CG42741","CG42741","37654",0,0,0,0,0,1
"FBgn0041182","FBgn0041182","Tep2","CG7052","34044",0,1,1,0,1,1
"FBgn0003132","FBgn0003132","Pp1-13C","CG9156","48531",0,0,0,0,0,1
"FBgn0262954","FBgn0262954","Rpb12","CG34186","5740790",0,0,0,0,0,1
"FBgn0001222","FBgn0001222","Hsf","CG5748","37068",0,0,0,0,0,1
"FBgn0035147","FBgn0035147","Gale","CG12030","38076",0,1,1,0,0,1
"FBgn0015929","FBgn0015929","dpa","CG1616","35679",1,0,1,0,0,1
"FBgn0037702","FBgn0037702","CG8176","CG8176","261329",0,0,0,0,0,1
"FBgn0262902","FBgn0262902","asRNA:CR43257","CR43257","12797864",0,0,0,0,0,1
"FBgn0050110","FBgn0050110","CG30110","CG30110","246462",0,0,0,0,0,1
"FBgn0262482","FBgn0262482","CG43072","CG43072","12798436",0,0,0,0,1,1
"FBgn0016920","FBgn0016920","nompC","CG11020","33768",0,0,0,0,0,1
"FBgn0264978","FBgn0264978","Slh","CG3539","33434",0,0,0,0,0,1
"FBgn0053288","FBgn0053288","CG33288","CG33288","2768968",0,0,0,0,1,1
"FBgn0035983","FBgn0035983","CG4080","CG4080","39079",0,0,0,0,0,1
